saving to results/2022-04-06_12-20-15_resnet44_m-1
creating model resnet
created model with configuration: {'dataset': 'cifar10'}
number of parameters: 661338
/scratch/tor213/.env/lib64/python3.8/site-packages/torch/utils/data/dataloader.py:478: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
optimization regime: [{'epoch': 0, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'regularizer': {'name': 'WeightDecay', 'value': 0.0001, 'log': False, 'filter': {'parameter_name': <function weight_decay_config.<locals>.<lambda> at 0x14dcb7f8b940>, 'module': <function weight_decay_config.<locals>.<lambda> at 0x14dcb7f8b9d0>}}}, {'epoch': 81, 'lr': 0.01}, {'epoch': 122, 'lr': 0.001}, {'epoch': 164, 'lr': 0.0001}]
data regime: Current: {'datasets_path': '~/Datasets', 'name': 'cifar10', 'split': 'train', 'augment': True, 'input_size': None, 'batch_size': 64, 'shuffle': True, 'num_workers': 8, 'pin_memory': True, 'drop_last': True, 'distributed': False, 'duplicates': 1, 'autoaugment': False, 'cutout': None}
 Regime:None

Starting Epoch: 1

Files already downloaded and verified
Files already downloaded and verified
TRAINING - Epoch: [0][0/781]	Time 1.697 (1.697)	Data 1.534 (1.534)	Loss 2.3063 (2.3063)	Prec@1 7.812 (7.812)	Prec@5 50.000 (50.000)	Acc 0.078 (0.078)	
TRAINING - Epoch: [0][220/781]	Time 0.017 (0.025)	Data 0.000 (0.007)	Loss 1.9176 (1.9191)	Prec@1 28.125 (26.393)	Prec@5 82.812 (80.628)	Acc 0.264 (0.221)	
TRAINING - Epoch: [0][230/781]	Time 0.017 (0.024)	Data 0.000 (0.007)	Loss 1.7177 (1.9121)	Prec@1 34.375 (26.691)	Prec@5 89.062 (80.966)	Acc 0.267 (0.223)	
TRAINING - Epoch: [0][240/781]	Time 0.017 (0.024)	Data 0.000 (0.007)	Loss 1.5707 (1.9025)	Prec@1 43.750 (27.062)	Prec@5 95.312 (81.328)	Acc 0.271 (0.224)	
TRAINING - Epoch: [0][250/781]	Time 0.017 (0.024)	Data 0.000 (0.006)	Loss 1.6410 (1.8930)	Prec@1 37.500 (27.409)	Prec@5 87.500 (81.624)	Acc 0.274 (0.226)	
TRAINING - Epoch: [0][260/781]	Time 0.017 (0.024)	Data 0.000 (0.006)	Loss 1.7942 (1.8862)	Prec@1 29.688 (27.592)	Prec@5 84.375 (81.831)	Acc 0.276 (0.228)	
TRAINING - Epoch: [0][270/781]	Time 0.017 (0.023)	Data 0.000 (0.006)	Loss 1.7881 (1.8793)	Prec@1 28.125 (27.935)	Prec@5 79.688 (82.046)	Acc 0.279 (0.230)	
TRAINING - Epoch: [0][280/781]	Time 0.017 (0.023)	Data 0.000 (0.006)	Loss 1.5455 (1.8707)	Prec@1 43.750 (28.270)	Prec@5 95.312 (82.357)	Acc 0.283 (0.232)	
TRAINING - Epoch: [0][290/781]	Time 0.017 (0.023)	Data 0.000 (0.006)	Loss 1.8104 (1.8636)	Prec@1 26.562 (28.517)	Prec@5 85.938 (82.587)	Acc 0.285 (0.234)	
TRAINING - Epoch: [0][300/781]	Time 0.017 (0.023)	Data 0.000 (0.005)	Loss 1.4388 (1.8549)	Prec@1 48.438 (28.826)	Prec@5 90.625 (82.823)	Acc 0.288 (0.235)	
TRAINING - Epoch: [0][310/781]	Time 0.017 (0.023)	Data 0.000 (0.005)	Loss 1.6591 (1.8484)	Prec@1 34.375 (29.075)	Prec@5 87.500 (82.993)	Acc 0.291 (0.237)	
TRAINING - Epoch: [0][320/781]	Time 0.019 (0.022)	Data 0.000 (0.005)	Loss 1.7704 (1.8435)	Prec@1 32.812 (29.327)	Prec@5 85.938 (83.207)	Acc 0.293 (0.239)	
TRAINING - Epoch: [0][330/781]	Time 0.019 (0.022)	Data 0.000 (0.005)	Loss 1.5316 (1.8355)	Prec@1 43.750 (29.607)	Prec@5 90.625 (83.469)	Acc 0.296 (0.241)	
TRAINING - Epoch: [0][340/781]	Time 0.019 (0.022)	Data 0.000 (0.005)	Loss 1.6939 (1.8280)	Prec@1 40.625 (29.962)	Prec@5 89.062 (83.665)	Acc 0.300 (0.242)	
TRAINING - Epoch: [0][350/781]	Time 0.017 (0.022)	Data 0.000 (0.005)	Loss 1.7571 (1.8218)	Prec@1 28.125 (30.306)	Prec@5 85.938 (83.832)	Acc 0.303 (0.244)	
TRAINING - Epoch: [0][360/781]	Time 0.017 (0.022)	Data 0.000 (0.005)	Loss 1.3940 (1.8146)	Prec@1 45.312 (30.618)	Prec@5 89.062 (84.003)	Acc 0.306 (0.246)	
TRAINING - Epoch: [0][370/781]	Time 0.017 (0.022)	Data 0.000 (0.004)	Loss 1.5107 (1.8062)	Prec@1 42.188 (30.921)	Prec@5 92.188 (84.202)	Acc 0.309 (0.247)	
TRAINING - Epoch: [0][380/781]	Time 0.017 (0.022)	Data 0.000 (0.004)	Loss 1.3084 (1.7983)	Prec@1 45.312 (31.246)	Prec@5 98.438 (84.416)	Acc 0.312 (0.249)	
TRAINING - Epoch: [0][390/781]	Time 0.017 (0.022)	Data 0.000 (0.004)	Loss 1.6330 (1.7918)	Prec@1 39.062 (31.542)	Prec@5 87.500 (84.567)	Acc 0.315 (0.251)	
TRAINING - Epoch: [0][400/781]	Time 0.017 (0.022)	Data 0.000 (0.004)	Loss 1.5398 (1.7854)	Prec@1 34.375 (31.834)	Prec@5 92.188 (84.691)	Acc 0.318 (0.252)	
TRAINING - Epoch: [0][410/781]	Time 0.017 (0.021)	Data 0.000 (0.004)	Loss 1.5695 (1.7805)	Prec@1 34.375 (32.079)	Prec@5 95.312 (84.850)	Acc 0.321 (0.254)	
TRAINING - Epoch: [0][420/781]	Time 0.017 (0.021)	Data 0.000 (0.004)	Loss 1.5425 (1.7754)	Prec@1 39.062 (32.341)	Prec@5 96.875 (84.980)	Acc 0.323 (0.256)	
TRAINING - Epoch: [0][430/781]	Time 0.017 (0.021)	Data 0.000 (0.004)	Loss 1.4829 (1.7684)	Prec@1 42.188 (32.642)	Prec@5 96.875 (85.125)	Acc 0.326 (0.257)	
TRAINING - Epoch: [0][440/781]	Time 0.017 (0.021)	Data 0.000 (0.004)	Loss 1.5771 (1.7609)	Prec@1 45.312 (32.944)	Prec@5 89.062 (85.303)	Acc 0.329 (0.259)	
TRAINING - Epoch: [0][450/781]	Time 0.017 (0.021)	Data 0.000 (0.004)	Loss 1.4675 (1.7557)	Prec@1 40.625 (33.190)	Prec@5 90.625 (85.425)	Acc 0.332 (0.260)	
TRAINING - Epoch: [0][460/781]	Time 0.017 (0.021)	Data 0.000 (0.004)	Loss 1.5785 (1.7500)	Prec@1 48.438 (33.409)	Prec@5 90.625 (85.538)	Acc 0.334 (0.262)	
TRAINING - Epoch: [0][470/781]	Time 0.017 (0.021)	Data 0.000 (0.003)	Loss 1.6415 (1.7425)	Prec@1 39.062 (33.712)	Prec@5 90.625 (85.705)	Acc 0.337 (0.264)	
TRAINING - Epoch: [0][480/781]	Time 0.017 (0.021)	Data 0.000 (0.003)	Loss 1.2985 (1.7377)	Prec@1 50.000 (33.940)	Prec@5 92.188 (85.834)	Acc 0.339 (0.265)	
TRAINING - Epoch: [0][490/781]	Time 0.017 (0.021)	Data 0.000 (0.003)	Loss 1.4016 (1.7319)	Prec@1 46.875 (34.197)	Prec@5 90.625 (85.966)	Acc 0.342 (0.267)	
TRAINING - Epoch: [0][500/781]	Time 0.017 (0.021)	Data 0.000 (0.003)	Loss 1.2345 (1.7253)	Prec@1 48.438 (34.453)	Prec@5 93.750 (86.125)	Acc 0.345 (0.268)	
TRAINING - Epoch: [0][510/781]	Time 0.017 (0.021)	Data 0.000 (0.003)	Loss 1.3992 (1.7209)	Prec@1 48.438 (34.717)	Prec@5 92.188 (86.237)	Acc 0.347 (0.270)	
TRAINING - Epoch: [0][520/781]	Time 0.017 (0.020)	Data 0.000 (0.003)	Loss 1.3355 (1.7167)	Prec@1 51.562 (34.903)	Prec@5 93.750 (86.348)	Acc 0.349 (0.271)	
TRAINING - Epoch: [0][530/781]	Time 0.017 (0.020)	Data 0.000 (0.003)	Loss 1.5817 (1.7120)	Prec@1 35.938 (35.096)	Prec@5 93.750 (86.479)	Acc 0.351 (0.273)	
TRAINING - Epoch: [0][540/781]	Time 0.017 (0.020)	Data 0.000 (0.003)	Loss 1.3379 (1.7065)	Prec@1 46.875 (35.354)	Prec@5 90.625 (86.587)	Acc 0.354 (0.274)	
TRAINING - Epoch: [0][550/781]	Time 0.017 (0.020)	Data 0.000 (0.003)	Loss 1.4652 (1.7010)	Prec@1 48.438 (35.594)	Prec@5 87.500 (86.714)	Acc 0.356 (0.276)	
TRAINING - Epoch: [0][560/781]	Time 0.017 (0.020)	Data 0.000 (0.003)	Loss 1.3882 (1.6951)	Prec@1 51.562 (35.846)	Prec@5 95.312 (86.851)	Acc 0.358 (0.277)	
TRAINING - Epoch: [0][570/781]	Time 0.017 (0.020)	Data 0.000 (0.003)	Loss 1.3186 (1.6886)	Prec@1 50.000 (36.135)	Prec@5 96.875 (86.986)	Acc 0.361 (0.279)	
TRAINING - Epoch: [0][580/781]	Time 0.017 (0.020)	Data 0.000 (0.003)	Loss 1.2945 (1.6826)	Prec@1 57.812 (36.370)	Prec@5 93.750 (87.126)	Acc 0.364 (0.280)	
TRAINING - Epoch: [0][590/781]	Time 0.017 (0.020)	Data 0.000 (0.003)	Loss 1.3367 (1.6763)	Prec@1 50.000 (36.667)	Prec@5 92.188 (87.244)	Acc 0.367 (0.281)	
TRAINING - Epoch: [0][600/781]	Time 0.017 (0.020)	Data 0.000 (0.003)	Loss 1.2533 (1.6707)	Prec@1 56.250 (36.933)	Prec@5 96.875 (87.347)	Acc 0.369 (0.283)	
TRAINING - Epoch: [0][610/781]	Time 0.017 (0.020)	Data 0.000 (0.003)	Loss 1.5148 (1.6657)	Prec@1 48.438 (37.157)	Prec@5 95.312 (87.464)	Acc 0.372 (0.284)	
TRAINING - Epoch: [0][620/781]	Time 0.017 (0.020)	Data 0.000 (0.003)	Loss 1.4487 (1.6622)	Prec@1 50.000 (37.319)	Prec@5 90.625 (87.533)	Acc 0.373 (0.286)	
TRAINING - Epoch: [0][630/781]	Time 0.017 (0.020)	Data 0.000 (0.003)	Loss 1.4080 (1.6579)	Prec@1 48.438 (37.488)	Prec@5 89.062 (87.597)	Acc 0.375 (0.287)	
TRAINING - Epoch: [0][640/781]	Time 0.017 (0.020)	Data 0.000 (0.003)	Loss 1.1059 (1.6519)	Prec@1 56.250 (37.717)	Prec@5 96.875 (87.727)	Acc 0.377 (0.289)	
TRAINING - Epoch: [0][650/781]	Time 0.017 (0.020)	Data 0.000 (0.003)	Loss 1.3305 (1.6455)	Prec@1 54.688 (38.035)	Prec@5 90.625 (87.848)	Acc 0.380 (0.290)	
TRAINING - Epoch: [0][660/781]	Time 0.017 (0.020)	Data 0.000 (0.003)	Loss 1.4659 (1.6405)	Prec@1 51.562 (38.266)	Prec@5 89.062 (87.944)	Acc 0.383 (0.291)	
TRAINING - Epoch: [0][670/781]	Time 0.017 (0.020)	Data 0.000 (0.002)	Loss 1.3972 (1.6362)	Prec@1 56.250 (38.443)	Prec@5 90.625 (88.022)	Acc 0.384 (0.293)	
TRAINING - Epoch: [0][680/781]	Time 0.017 (0.020)	Data 0.000 (0.002)	Loss 1.1490 (1.6303)	Prec@1 53.125 (38.656)	Prec@5 95.312 (88.136)	Acc 0.387 (0.294)	
TRAINING - Epoch: [0][690/781]	Time 0.017 (0.020)	Data 0.000 (0.002)	Loss 1.1531 (1.6252)	Prec@1 57.812 (38.877)	Prec@5 93.750 (88.226)	Acc 0.389 (0.295)	
TRAINING - Epoch: [0][700/781]	Time 0.017 (0.020)	Data 0.000 (0.002)	Loss 1.2545 (1.6202)	Prec@1 48.438 (39.065)	Prec@5 95.312 (88.325)	Acc 0.391 (0.297)	
TRAINING - Epoch: [0][710/781]	Time 0.017 (0.020)	Data 0.000 (0.002)	Loss 1.2630 (1.6155)	Prec@1 59.375 (39.278)	Prec@5 93.750 (88.414)	Acc 0.393 (0.298)	
TRAINING - Epoch: [0][720/781]	Time 0.017 (0.019)	Data 0.000 (0.002)	Loss 1.1910 (1.6110)	Prec@1 57.812 (39.466)	Prec@5 98.438 (88.510)	Acc 0.395 (0.299)	
TRAINING - Epoch: [0][730/781]	Time 0.017 (0.019)	Data 0.000 (0.002)	Loss 1.2064 (1.6058)	Prec@1 51.562 (39.687)	Prec@5 95.312 (88.599)	Acc 0.397 (0.301)	
TRAINING - Epoch: [0][740/781]	Time 0.017 (0.019)	Data 0.000 (0.002)	Loss 1.2337 (1.6009)	Prec@1 62.500 (39.910)	Prec@5 100.000 (88.696)	Acc 0.399 (0.302)	
TRAINING - Epoch: [0][750/781]	Time 0.017 (0.019)	Data 0.000 (0.002)	Loss 1.3453 (1.5964)	Prec@1 56.250 (40.090)	Prec@5 93.750 (88.765)	Acc 0.401 (0.303)	
TRAINING - Epoch: [0][760/781]	Time 0.017 (0.019)	Data 0.000 (0.002)	Loss 1.3496 (1.5922)	Prec@1 48.438 (40.266)	Prec@5 93.750 (88.843)	Acc 0.403 (0.305)	
TRAINING - Epoch: [0][770/781]	Time 0.016 (0.019)	Data 0.000 (0.002)	Loss 1.0970 (1.5879)	Prec@1 48.438 (40.422)	Prec@5 98.438 (88.923)	Acc 0.404 (0.306)	
TRAINING - Epoch: [0][780/781]	Time 0.017 (0.019)	Data 0.000 (0.002)	Loss 1.1655 (1.5836)	Prec@1 64.062 (40.631)	Prec@5 95.312 (89.002)	Acc 0.406 (0.307)	
EVALUATING - Epoch: [0][0/157]	Time 0.391 (0.391)	Data 0.366 (0.366)	Loss 1.2653 (1.2653)	Prec@1 57.812 (57.812)	Prec@5 92.188 (92.188)	Acc 0.578 (0.578)	
EVALUATING - Epoch: [0][10/157]	Time 0.005 (0.041)	Data 0.000 (0.034)	Loss 1.4480 (1.3890)	Prec@1 50.000 (52.841)	Prec@5 96.875 (93.892)	Acc 0.528 (0.563)	
EVALUATING - Epoch: [0][20/157]	Time 0.008 (0.024)	Data 0.004 (0.018)	Loss 1.5185 (1.3889)	Prec@1 42.188 (53.646)	Prec@5 95.312 (93.899)	Acc 0.536 (0.550)	
EVALUATING - Epoch: [0][30/157]	Time 0.004 (0.019)	Data 0.000 (0.012)	Loss 1.4553 (1.3995)	Prec@1 56.250 (53.982)	Prec@5 92.188 (93.851)	Acc 0.540 (0.546)	
EVALUATING - Epoch: [0][40/157]	Time 0.016 (0.016)	Data 0.000 (0.009)	Loss 1.4395 (1.4278)	Prec@1 42.188 (52.401)	Prec@5 95.312 (93.712)	Acc 0.524 (0.542)	
EVALUATING - Epoch: [0][50/157]	Time 0.004 (0.014)	Data 0.000 (0.008)	Loss 1.6181 (1.4257)	Prec@1 39.062 (52.053)	Prec@5 96.875 (93.934)	Acc 0.521 (0.538)	
EVALUATING - Epoch: [0][60/157]	Time 0.004 (0.012)	Data 0.000 (0.006)	Loss 1.4314 (1.4365)	Prec@1 57.812 (51.665)	Prec@5 96.875 (93.750)	Acc 0.517 (0.535)	
EVALUATING - Epoch: [0][70/157]	Time 0.019 (0.011)	Data 0.000 (0.006)	Loss 1.2871 (1.4252)	Prec@1 51.562 (51.893)	Prec@5 100.000 (94.058)	Acc 0.519 (0.532)	
EVALUATING - Epoch: [0][80/157]	Time 0.004 (0.011)	Data 0.000 (0.005)	Loss 1.4443 (1.4208)	Prec@1 56.250 (51.968)	Prec@5 93.750 (94.078)	Acc 0.520 (0.531)	
EVALUATING - Epoch: [0][90/157]	Time 0.004 (0.010)	Data 0.000 (0.004)	Loss 1.2276 (1.4236)	Prec@1 48.438 (51.717)	Prec@5 93.750 (94.042)	Acc 0.517 (0.529)	
EVALUATING - Epoch: [0][100/157]	Time 0.004 (0.010)	Data 0.000 (0.004)	Loss 1.1936 (1.4252)	Prec@1 59.375 (51.671)	Prec@5 100.000 (93.889)	Acc 0.517 (0.528)	
EVALUATING - Epoch: [0][110/157]	Time 0.004 (0.009)	Data 0.000 (0.004)	Loss 1.2569 (1.4264)	Prec@1 59.375 (51.577)	Prec@5 95.312 (94.003)	Acc 0.516 (0.527)	
EVALUATING - Epoch: [0][120/157]	Time 0.011 (0.009)	Data 0.000 (0.003)	Loss 1.4157 (1.4254)	Prec@1 50.000 (51.653)	Prec@5 92.188 (94.021)	Acc 0.517 (0.526)	
EVALUATING - Epoch: [0][130/157]	Time 0.005 (0.009)	Data 0.000 (0.003)	Loss 1.3282 (1.4268)	Prec@1 59.375 (51.777)	Prec@5 92.188 (94.036)	Acc 0.518 (0.525)	
EVALUATING - Epoch: [0][140/157]	Time 0.005 (0.009)	Data 0.000 (0.003)	Loss 1.1185 (1.4217)	Prec@1 65.625 (51.806)	Prec@5 96.875 (93.994)	Acc 0.518 (0.525)	
EVALUATING - Epoch: [0][150/157]	Time 0.004 (0.008)	Data 0.000 (0.003)	Loss 1.1406 (1.4135)	Prec@1 59.375 (51.997)	Prec@5 89.062 (94.009)	Acc 0.520 (0.524)	
EVALUATING - Epoch: [0][156/157]	Time 0.017 (0.008)	Data 0.000 (0.003)	Loss 1.0299 (1.4154)	Prec@1 62.500 (51.830)	Prec@5 100.000 (93.980)	Acc 0.518 (0.524)	

Results - Epoch: 1
Training Loss 1.5836 	Training Prec@1 40.631 	Training Prec@5 89.002 	Validation Loss 1.4154 	Validation Prec@1 51.830 	Validation Prec@5 93.980 	

/scratch/tor213/DLS/question4/Hoffer/utils/log.py:163: FutureWarning: The frame.append method is deprecated and will be removed from pandas in a future version. Use pandas.concat instead.
  self.results = self.results.append(df, ignore_index=True)
Plot file saved at: /scratch/tor213/DLS/results/2022-04-06_12-20-15_resnet44_m-1/results.html

Starting Epoch: 2

/scratch/tor213/.env/lib64/python3.8/site-packages/torch/utils/data/dataloader.py:478: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
TRAINING - Epoch: [1][0/781]	Time 0.438 (0.438)	Data 0.355 (0.355)	Loss 1.2633 (1.2633)	Prec@1 65.625 (65.625)	Prec@5 93.750 (93.750)	Acc 0.656 (0.656)	
TRAINING - Epoch: [1][10/781]	Time 0.017 (0.055)	Data 0.000 (0.032)	Loss 1.0435 (1.1940)	Prec@1 59.375 (57.102)	Prec@5 96.875 (95.028)	Acc 0.571 (0.603)	
TRAINING - Epoch: [1][20/781]	Time 0.017 (0.037)	Data 0.000 (0.017)	Loss 1.1998 (1.2300)	Prec@1 53.125 (55.804)	Prec@5 93.750 (94.345)	Acc 0.558 (0.585)	
TRAINING - Epoch: [1][30/781]	Time 0.017 (0.031)	Data 0.000 (0.012)	Loss 1.1474 (1.2270)	Prec@1 57.812 (55.544)	Prec@5 96.875 (94.657)	Acc 0.555 (0.576)	
TRAINING - Epoch: [1][40/781]	Time 0.017 (0.027)	Data 0.000 (0.009)	Loss 1.1224 (1.1989)	Prec@1 59.375 (56.479)	Prec@5 96.875 (95.274)	Acc 0.565 (0.572)	
TRAINING - Epoch: [1][50/781]	Time 0.017 (0.025)	Data 0.000 (0.007)	Loss 1.4386 (1.2128)	Prec@1 50.000 (56.342)	Prec@5 92.188 (95.067)	Acc 0.563 (0.571)	
TRAINING - Epoch: [1][60/781]	Time 0.019 (0.024)	Data 0.000 (0.006)	Loss 1.2513 (1.2121)	Prec@1 54.688 (56.148)	Prec@5 93.750 (95.159)	Acc 0.561 (0.569)	
TRAINING - Epoch: [1][70/781]	Time 0.019 (0.023)	Data 0.000 (0.005)	Loss 1.1014 (1.2085)	Prec@1 67.188 (56.338)	Prec@5 93.750 (95.114)	Acc 0.563 (0.568)	
TRAINING - Epoch: [1][80/781]	Time 0.018 (0.023)	Data 0.000 (0.004)	Loss 1.2268 (1.2065)	Prec@1 59.375 (56.346)	Prec@5 96.875 (95.197)	Acc 0.563 (0.568)	
TRAINING - Epoch: [1][90/781]	Time 0.017 (0.022)	Data 0.000 (0.004)	Loss 1.1222 (1.2005)	Prec@1 57.812 (56.508)	Prec@5 95.312 (95.209)	Acc 0.565 (0.567)	
TRAINING - Epoch: [1][100/781]	Time 0.017 (0.022)	Data 0.000 (0.004)	Loss 1.2682 (1.1936)	Prec@1 48.438 (56.791)	Prec@5 96.875 (95.282)	Acc 0.568 (0.567)	
TRAINING - Epoch: [1][110/781]	Time 0.017 (0.021)	Data 0.000 (0.003)	Loss 1.2297 (1.1845)	Prec@1 57.812 (57.137)	Prec@5 96.875 (95.355)	Acc 0.571 (0.567)	
TRAINING - Epoch: [1][120/781]	Time 0.017 (0.021)	Data 0.000 (0.003)	Loss 1.0699 (1.1813)	Prec@1 62.500 (57.335)	Prec@5 90.625 (95.196)	Acc 0.573 (0.568)	
TRAINING - Epoch: [1][130/781]	Time 0.017 (0.021)	Data 0.000 (0.003)	Loss 1.2797 (1.1790)	Prec@1 54.688 (57.407)	Prec@5 96.875 (95.336)	Acc 0.574 (0.568)	
TRAINING - Epoch: [1][140/781]	Time 0.017 (0.020)	Data 0.000 (0.003)	Loss 1.1385 (1.1804)	Prec@1 59.375 (57.402)	Prec@5 92.188 (95.312)	Acc 0.574 (0.569)	
TRAINING - Epoch: [1][150/781]	Time 0.017 (0.020)	Data 0.000 (0.002)	Loss 1.1800 (1.1785)	Prec@1 54.688 (57.274)	Prec@5 93.750 (95.447)	Acc 0.573 (0.569)	
