saving to results/2022-03-31_16-46-22_resnet44_m-16
creating model resnet
created model with configuration: {'dataset': 'cifar10', 'depth': 44}
number of parameters: 661338
/scratch/tor213/.env/lib64/python3.8/site-packages/torch/utils/data/dataloader.py:478: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
optimization regime: [{'epoch': 0, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'regularizer': {'name': 'WeightDecay', 'value': 0.0001, 'log': False, 'filter': {'parameter_name': <function weight_decay_config.<locals>.<lambda> at 0x14eb581e7a60>, 'module': <function weight_decay_config.<locals>.<lambda> at 0x14eb581e7820>}}}, {'epoch': 81, 'lr': 0.01}, {'epoch': 122, 'lr': 0.001}, {'epoch': 164, 'lr': 0.0001}]
data regime: Current: {'datasets_path': '~/Datasets', 'name': 'cifar10', 'split': 'train', 'augment': True, 'input_size': None, 'batch_size': 64, 'shuffle': True, 'num_workers': 8, 'pin_memory': True, 'drop_last': True, 'distributed': False, 'duplicates': 16, 'autoaugment': False, 'cutout': {'holes': 1, 'length': 16}}
 Regime:None

Starting Epoch: 1

Files already downloaded and verified
Files already downloaded and verified
TRAINING - Epoch: [0][0/781]	Time 3.391 (3.391)	Data 2.579 (2.579)	Loss 2.3063 (2.3063)	Prec@1 8.203 (8.203)	Prec@5 41.309 (41.309)	Acc 0.082 (0.082)	
TRAINING - Epoch: [0][110/781]	Time 0.179 (0.207)	Data 0.000 (0.023)	Loss 1.8552 (2.0576)	Prec@1 30.273 (22.238)	Prec@5 81.250 (74.608)	Acc 0.222 (0.183)	
TRAINING - Epoch: [0][120/781]	Time 0.178 (0.205)	Data 0.000 (0.022)	Loss 1.8288 (2.0447)	Prec@1 27.148 (22.605)	Prec@5 84.570 (75.224)	Acc 0.226 (0.187)	
TRAINING - Epoch: [0][130/781]	Time 0.178 (0.203)	Data 0.000 (0.020)	Loss 1.8699 (2.0302)	Prec@1 31.738 (23.151)	Prec@5 84.180 (75.885)	Acc 0.232 (0.190)	
TRAINING - Epoch: [0][140/781]	Time 0.178 (0.201)	Data 0.000 (0.018)	Loss 1.8659 (2.0201)	Prec@1 28.906 (23.456)	Prec@5 85.449 (76.454)	Acc 0.235 (0.193)	
TRAINING - Epoch: [0][150/781]	Time 0.178 (0.200)	Data 0.000 (0.017)	Loss 1.8338 (2.0133)	Prec@1 28.809 (23.692)	Prec@5 86.328 (76.846)	Acc 0.237 (0.196)	
TRAINING - Epoch: [0][160/781]	Time 0.178 (0.198)	Data 0.000 (0.016)	Loss 2.0012 (2.0030)	Prec@1 25.781 (24.020)	Prec@5 80.762 (77.326)	Acc 0.240 (0.198)	
TRAINING - Epoch: [0][170/781]	Time 0.178 (0.197)	Data 0.000 (0.015)	Loss 1.8908 (1.9954)	Prec@1 24.805 (24.225)	Prec@5 79.492 (77.705)	Acc 0.242 (0.201)	
TRAINING - Epoch: [0][180/781]	Time 0.178 (0.196)	Data 0.000 (0.014)	Loss 1.7296 (1.9835)	Prec@1 26.758 (24.623)	Prec@5 86.914 (78.183)	Acc 0.246 (0.203)	
TRAINING - Epoch: [0][190/781]	Time 0.178 (0.195)	Data 0.000 (0.014)	Loss 1.7476 (1.9730)	Prec@1 37.891 (24.981)	Prec@5 83.887 (78.628)	Acc 0.250 (0.206)	
TRAINING - Epoch: [0][200/781]	Time 0.178 (0.194)	Data 0.000 (0.013)	Loss 1.7412 (1.9638)	Prec@1 33.496 (25.154)	Prec@5 86.328 (78.993)	Acc 0.252 (0.208)	
TRAINING - Epoch: [0][210/781]	Time 0.178 (0.194)	Data 0.000 (0.012)	Loss 1.7362 (1.9550)	Prec@1 34.961 (25.438)	Prec@5 89.844 (79.356)	Acc 0.254 (0.210)	
TRAINING - Epoch: [0][220/781]	Time 0.178 (0.193)	Data 0.000 (0.012)	Loss 1.9286 (1.9475)	Prec@1 32.910 (25.816)	Prec@5 82.129 (79.661)	Acc 0.258 (0.212)	
TRAINING - Epoch: [0][230/781]	Time 0.178 (0.192)	Data 0.000 (0.011)	Loss 1.8007 (1.9399)	Prec@1 30.762 (26.085)	Prec@5 87.793 (79.978)	Acc 0.261 (0.214)	
TRAINING - Epoch: [0][240/781]	Time 0.178 (0.192)	Data 0.000 (0.011)	Loss 1.6296 (1.9303)	Prec@1 39.453 (26.437)	Prec@5 89.551 (80.312)	Acc 0.264 (0.216)	
TRAINING - Epoch: [0][250/781]	Time 0.178 (0.191)	Data 0.000 (0.010)	Loss 1.6821 (1.9213)	Prec@1 35.645 (26.801)	Prec@5 88.379 (80.636)	Acc 0.268 (0.218)	
TRAINING - Epoch: [0][260/781]	Time 0.178 (0.191)	Data 0.000 (0.010)	Loss 1.9195 (1.9162)	Prec@1 29.199 (26.952)	Prec@5 80.371 (80.823)	Acc 0.270 (0.220)	
TRAINING - Epoch: [0][270/781]	Time 0.178 (0.190)	Data 0.000 (0.010)	Loss 1.7878 (1.9102)	Prec@1 28.906 (27.118)	Prec@5 83.789 (81.063)	Acc 0.271 (0.222)	
TRAINING - Epoch: [0][280/781]	Time 0.178 (0.190)	Data 0.000 (0.009)	Loss 1.6013 (1.9011)	Prec@1 41.406 (27.451)	Prec@5 88.574 (81.346)	Acc 0.275 (0.224)	
TRAINING - Epoch: [0][290/781]	Time 0.178 (0.189)	Data 0.000 (0.009)	Loss 1.8313 (1.8937)	Prec@1 28.027 (27.714)	Prec@5 85.938 (81.605)	Acc 0.277 (0.226)	
TRAINING - Epoch: [0][300/781]	Time 0.178 (0.189)	Data 0.000 (0.009)	Loss 1.4751 (1.8860)	Prec@1 46.875 (27.991)	Prec@5 90.918 (81.812)	Acc 0.280 (0.227)	
TRAINING - Epoch: [0][310/781]	Time 0.178 (0.189)	Data 0.000 (0.008)	Loss 1.5944 (1.8787)	Prec@1 35.742 (28.318)	Prec@5 91.113 (82.001)	Acc 0.283 (0.229)	
TRAINING - Epoch: [0][320/781]	Time 0.178 (0.188)	Data 0.000 (0.008)	Loss 1.7950 (1.8732)	Prec@1 27.734 (28.566)	Prec@5 85.156 (82.188)	Acc 0.286 (0.231)	
TRAINING - Epoch: [0][330/781]	Time 0.178 (0.188)	Data 0.000 (0.008)	Loss 1.5413 (1.8661)	Prec@1 45.605 (28.812)	Prec@5 87.891 (82.394)	Acc 0.288 (0.233)	
TRAINING - Epoch: [0][340/781]	Time 0.178 (0.188)	Data 0.000 (0.008)	Loss 1.7732 (1.8583)	Prec@1 33.301 (29.180)	Prec@5 89.844 (82.604)	Acc 0.292 (0.234)	
TRAINING - Epoch: [0][350/781]	Time 0.178 (0.187)	Data 0.000 (0.008)	Loss 1.7806 (1.8520)	Prec@1 30.664 (29.445)	Prec@5 86.035 (82.774)	Acc 0.294 (0.236)	
TRAINING - Epoch: [0][360/781]	Time 0.178 (0.187)	Data 0.000 (0.007)	Loss 1.4816 (1.8454)	Prec@1 43.262 (29.706)	Prec@5 91.895 (82.976)	Acc 0.297 (0.238)	
TRAINING - Epoch: [0][370/781]	Time 0.178 (0.187)	Data 0.000 (0.007)	Loss 1.5052 (1.8390)	Prec@1 46.191 (30.013)	Prec@5 89.844 (83.157)	Acc 0.300 (0.239)	
TRAINING - Epoch: [0][380/781]	Time 0.178 (0.187)	Data 0.000 (0.007)	Loss 1.3943 (1.8317)	Prec@1 43.652 (30.307)	Prec@5 94.727 (83.350)	Acc 0.303 (0.241)	
TRAINING - Epoch: [0][390/781]	Time 0.178 (0.186)	Data 0.000 (0.007)	Loss 1.5841 (1.8247)	Prec@1 43.555 (30.584)	Prec@5 90.234 (83.539)	Acc 0.306 (0.243)	
TRAINING - Epoch: [0][400/781]	Time 0.178 (0.186)	Data 0.000 (0.007)	Loss 1.6424 (1.8187)	Prec@1 39.355 (30.879)	Prec@5 91.992 (83.688)	Acc 0.309 (0.244)	
TRAINING - Epoch: [0][410/781]	Time 0.178 (0.186)	Data 0.000 (0.006)	Loss 1.5868 (1.8131)	Prec@1 37.598 (31.107)	Prec@5 92.676 (83.834)	Acc 0.311 (0.246)	
TRAINING - Epoch: [0][420/781]	Time 0.178 (0.186)	Data 0.000 (0.006)	Loss 1.6070 (1.8078)	Prec@1 37.500 (31.342)	Prec@5 92.188 (83.977)	Acc 0.313 (0.247)	
TRAINING - Epoch: [0][430/781]	Time 0.178 (0.186)	Data 0.000 (0.006)	Loss 1.5123 (1.8007)	Prec@1 44.141 (31.643)	Prec@5 96.289 (84.150)	Acc 0.316 (0.249)	
TRAINING - Epoch: [0][440/781]	Time 0.178 (0.186)	Data 0.000 (0.006)	Loss 1.6202 (1.7934)	Prec@1 41.602 (31.957)	Prec@5 92.383 (84.328)	Acc 0.320 (0.251)	
TRAINING - Epoch: [0][450/781]	Time 0.178 (0.185)	Data 0.000 (0.006)	Loss 1.6105 (1.7888)	Prec@1 42.969 (32.176)	Prec@5 89.160 (84.449)	Acc 0.322 (0.252)	
TRAINING - Epoch: [0][460/781]	Time 0.178 (0.185)	Data 0.000 (0.006)	Loss 1.6899 (1.7845)	Prec@1 37.891 (32.359)	Prec@5 88.770 (84.547)	Acc 0.324 (0.254)	
TRAINING - Epoch: [0][470/781]	Time 0.178 (0.185)	Data 0.000 (0.006)	Loss 1.6834 (1.7778)	Prec@1 34.863 (32.633)	Prec@5 90.332 (84.703)	Acc 0.326 (0.255)	
TRAINING - Epoch: [0][480/781]	Time 0.178 (0.185)	Data 0.000 (0.006)	Loss 1.4931 (1.7740)	Prec@1 42.773 (32.801)	Prec@5 91.602 (84.816)	Acc 0.328 (0.257)	
TRAINING - Epoch: [0][490/781]	Time 0.178 (0.185)	Data 0.000 (0.005)	Loss 1.5571 (1.7685)	Prec@1 46.191 (33.035)	Prec@5 89.844 (84.960)	Acc 0.330 (0.258)	
TRAINING - Epoch: [0][500/781]	Time 0.178 (0.185)	Data 0.000 (0.005)	Loss 1.3531 (1.7629)	Prec@1 48.828 (33.235)	Prec@5 93.457 (85.122)	Acc 0.332 (0.260)	
TRAINING - Epoch: [0][510/781]	Time 0.178 (0.185)	Data 0.000 (0.005)	Loss 1.4553 (1.7586)	Prec@1 46.582 (33.423)	Prec@5 92.188 (85.246)	Acc 0.334 (0.261)	
TRAINING - Epoch: [0][520/781]	Time 0.178 (0.184)	Data 0.000 (0.005)	Loss 1.5353 (1.7547)	Prec@1 45.996 (33.582)	Prec@5 89.453 (85.352)	Acc 0.336 (0.262)	
TRAINING - Epoch: [0][530/781]	Time 0.178 (0.184)	Data 0.000 (0.005)	Loss 1.5842 (1.7501)	Prec@1 34.473 (33.763)	Prec@5 90.820 (85.474)	Acc 0.338 (0.264)	
TRAINING - Epoch: [0][540/781]	Time 0.178 (0.184)	Data 0.000 (0.005)	Loss 1.3372 (1.7441)	Prec@1 52.734 (34.024)	Prec@5 93.164 (85.597)	Acc 0.340 (0.265)	
TRAINING - Epoch: [0][550/781]	Time 0.178 (0.184)	Data 0.000 (0.005)	Loss 1.4441 (1.7389)	Prec@1 49.219 (34.232)	Prec@5 92.090 (85.733)	Acc 0.342 (0.267)	
TRAINING - Epoch: [0][560/781]	Time 0.178 (0.184)	Data 0.000 (0.005)	Loss 1.5136 (1.7339)	Prec@1 45.117 (34.436)	Prec@5 91.895 (85.841)	Acc 0.344 (0.268)	
TRAINING - Epoch: [0][570/781]	Time 0.178 (0.184)	Data 0.000 (0.005)	Loss 1.3840 (1.7280)	Prec@1 45.801 (34.686)	Prec@5 95.020 (85.965)	Acc 0.347 (0.269)	
TRAINING - Epoch: [0][580/781]	Time 0.178 (0.184)	Data 0.000 (0.005)	Loss 1.4355 (1.7225)	Prec@1 52.441 (34.895)	Prec@5 92.773 (86.102)	Acc 0.349 (0.271)	
TRAINING - Epoch: [0][590/781]	Time 0.178 (0.184)	Data 0.000 (0.005)	Loss 1.4005 (1.7168)	Prec@1 44.727 (35.120)	Prec@5 93.262 (86.227)	Acc 0.351 (0.272)	
TRAINING - Epoch: [0][600/781]	Time 0.178 (0.184)	Data 0.000 (0.004)	Loss 1.3584 (1.7118)	Prec@1 46.680 (35.320)	Prec@5 96.582 (86.338)	Acc 0.353 (0.273)	
TRAINING - Epoch: [0][610/781]	Time 0.178 (0.183)	Data 0.000 (0.004)	Loss 1.5258 (1.7066)	Prec@1 42.676 (35.516)	Prec@5 92.285 (86.457)	Acc 0.355 (0.275)	
TRAINING - Epoch: [0][620/781]	Time 0.178 (0.183)	Data 0.000 (0.004)	Loss 1.4654 (1.7028)	Prec@1 48.340 (35.670)	Prec@5 88.867 (86.540)	Acc 0.357 (0.276)	
TRAINING - Epoch: [0][630/781]	Time 0.178 (0.183)	Data 0.000 (0.004)	Loss 1.4390 (1.6987)	Prec@1 48.730 (35.851)	Prec@5 88.965 (86.626)	Acc 0.359 (0.277)	
TRAINING - Epoch: [0][640/781]	Time 0.178 (0.183)	Data 0.000 (0.004)	Loss 1.2035 (1.6935)	Prec@1 54.590 (36.058)	Prec@5 95.605 (86.736)	Acc 0.361 (0.279)	
TRAINING - Epoch: [0][650/781]	Time 0.178 (0.183)	Data 0.000 (0.004)	Loss 1.6277 (1.6879)	Prec@1 48.047 (36.314)	Prec@5 85.840 (86.838)	Acc 0.363 (0.280)	
TRAINING - Epoch: [0][660/781]	Time 0.178 (0.183)	Data 0.000 (0.004)	Loss 1.5192 (1.6837)	Prec@1 43.945 (36.484)	Prec@5 92.578 (86.940)	Acc 0.365 (0.281)	
TRAINING - Epoch: [0][670/781]	Time 0.178 (0.183)	Data 0.000 (0.004)	Loss 1.4133 (1.6797)	Prec@1 50.977 (36.656)	Prec@5 93.164 (87.024)	Acc 0.367 (0.282)	
TRAINING - Epoch: [0][680/781]	Time 0.178 (0.183)	Data 0.000 (0.004)	Loss 1.3199 (1.6747)	Prec@1 51.660 (36.868)	Prec@5 92.383 (87.121)	Acc 0.369 (0.284)	
TRAINING - Epoch: [0][690/781]	Time 0.178 (0.183)	Data 0.000 (0.004)	Loss 1.3375 (1.6699)	Prec@1 49.316 (37.053)	Prec@5 92.578 (87.220)	Acc 0.371 (0.285)	
TRAINING - Epoch: [0][700/781]	Time 0.178 (0.183)	Data 0.000 (0.004)	Loss 1.2825 (1.6650)	Prec@1 52.344 (37.258)	Prec@5 91.309 (87.315)	Acc 0.373 (0.286)	
TRAINING - Epoch: [0][710/781]	Time 0.178 (0.183)	Data 0.000 (0.004)	Loss 1.3184 (1.6607)	Prec@1 49.316 (37.433)	Prec@5 93.652 (87.402)	Acc 0.374 (0.287)	
TRAINING - Epoch: [0][720/781]	Time 0.178 (0.183)	Data 0.000 (0.004)	Loss 1.2569 (1.6568)	Prec@1 53.809 (37.596)	Prec@5 95.703 (87.485)	Acc 0.376 (0.289)	
TRAINING - Epoch: [0][730/781]	Time 0.178 (0.183)	Data 0.000 (0.004)	Loss 1.3963 (1.6528)	Prec@1 47.754 (37.761)	Prec@5 95.020 (87.568)	Acc 0.378 (0.290)	
TRAINING - Epoch: [0][740/781]	Time 0.178 (0.183)	Data 0.000 (0.004)	Loss 1.4220 (1.6482)	Prec@1 50.098 (37.960)	Prec@5 93.555 (87.662)	Acc 0.380 (0.291)	
TRAINING - Epoch: [0][750/781]	Time 0.178 (0.183)	Data 0.000 (0.004)	Loss 1.4318 (1.6441)	Prec@1 43.750 (38.132)	Prec@5 93.164 (87.742)	Acc 0.381 (0.292)	
TRAINING - Epoch: [0][760/781]	Time 0.178 (0.182)	Data 0.000 (0.004)	Loss 1.4134 (1.6399)	Prec@1 48.828 (38.331)	Prec@5 92.773 (87.820)	Acc 0.383 (0.293)	
TRAINING - Epoch: [0][770/781]	Time 0.178 (0.182)	Data 0.000 (0.004)	Loss 1.3048 (1.6359)	Prec@1 49.121 (38.501)	Prec@5 96.387 (87.916)	Acc 0.385 (0.295)	
TRAINING - Epoch: [0][780/781]	Time 0.178 (0.182)	Data 0.000 (0.003)	Loss 1.3096 (1.6323)	Prec@1 54.688 (38.668)	Prec@5 94.238 (87.984)	Acc 0.387 (0.296)	
EVALUATING - Epoch: [0][0/157]	Time 0.476 (0.476)	Data 0.378 (0.378)	Loss 1.4012 (1.4012)	Prec@1 54.688 (54.688)	Prec@5 90.625 (90.625)	Acc 0.547 (0.547)	
EVALUATING - Epoch: [0][10/157]	Time 0.004 (0.049)	Data 0.000 (0.036)	Loss 1.5122 (1.3704)	Prec@1 48.438 (50.284)	Prec@5 96.875 (94.176)	Acc 0.503 (0.533)	
EVALUATING - Epoch: [0][20/157]	Time 0.004 (0.029)	Data 0.000 (0.019)	Loss 1.4213 (1.3649)	Prec@1 42.188 (51.860)	Prec@5 95.312 (94.345)	Acc 0.519 (0.524)	
EVALUATING - Epoch: [0][30/157]	Time 0.005 (0.021)	Data 0.000 (0.013)	Loss 1.3902 (1.3668)	Prec@1 51.562 (52.016)	Prec@5 90.625 (94.153)	Acc 0.520 (0.523)	
EVALUATING - Epoch: [0][40/157]	Time 0.004 (0.018)	Data 0.000 (0.010)	Loss 1.3584 (1.3859)	Prec@1 53.125 (51.410)	Prec@5 92.188 (94.055)	Acc 0.514 (0.521)	
EVALUATING - Epoch: [0][50/157]	Time 0.005 (0.016)	Data 0.000 (0.008)	Loss 1.4227 (1.3867)	Prec@1 54.688 (51.195)	Prec@5 95.312 (94.056)	Acc 0.512 (0.519)	
EVALUATING - Epoch: [0][60/157]	Time 0.005 (0.014)	Data 0.000 (0.007)	Loss 1.2998 (1.3920)	Prec@1 56.250 (50.999)	Prec@5 95.312 (94.006)	Acc 0.510 (0.518)	
EVALUATING - Epoch: [0][70/157]	Time 0.013 (0.013)	Data 0.000 (0.006)	Loss 1.3662 (1.3825)	Prec@1 50.000 (51.408)	Prec@5 95.312 (94.190)	Acc 0.514 (0.517)	
EVALUATING - Epoch: [0][80/157]	Time 0.005 (0.012)	Data 0.000 (0.005)	Loss 1.3253 (1.3760)	Prec@1 56.250 (51.755)	Prec@5 92.188 (94.213)	Acc 0.518 (0.517)	
EVALUATING - Epoch: [0][90/157]	Time 0.005 (0.011)	Data 0.000 (0.005)	Loss 1.2384 (1.3811)	Prec@1 51.562 (51.580)	Prec@5 95.312 (94.179)	Acc 0.516 (0.517)	
EVALUATING - Epoch: [0][100/157]	Time 0.004 (0.011)	Data 0.000 (0.004)	Loss 1.2192 (1.3855)	Prec@1 54.688 (51.423)	Prec@5 98.438 (94.214)	Acc 0.514 (0.517)	
EVALUATING - Epoch: [0][110/157]	Time 0.004 (0.010)	Data 0.000 (0.004)	Loss 1.1685 (1.3864)	Prec@1 53.125 (51.168)	Prec@5 96.875 (94.158)	Acc 0.512 (0.516)	
EVALUATING - Epoch: [0][120/157]	Time 0.004 (0.010)	Data 0.000 (0.004)	Loss 1.4045 (1.3826)	Prec@1 48.438 (51.317)	Prec@5 95.312 (94.279)	Acc 0.513 (0.516)	
EVALUATING - Epoch: [0][130/157]	Time 0.004 (0.010)	Data 0.000 (0.003)	Loss 1.3268 (1.3877)	Prec@1 56.250 (51.396)	Prec@5 90.625 (94.311)	Acc 0.514 (0.516)	
EVALUATING - Epoch: [0][140/157]	Time 0.004 (0.009)	Data 0.000 (0.003)	Loss 1.1336 (1.3848)	Prec@1 60.938 (51.485)	Prec@5 96.875 (94.315)	Acc 0.515 (0.516)	
EVALUATING - Epoch: [0][150/157]	Time 0.004 (0.009)	Data 0.000 (0.003)	Loss 1.1721 (1.3790)	Prec@1 59.375 (51.604)	Prec@5 93.750 (94.350)	Acc 0.516 (0.516)	
EVALUATING - Epoch: [0][156/157]	Time 0.201 (0.010)	Data 0.000 (0.003)	Loss 1.3265 (1.3812)	Prec@1 50.000 (51.560)	Prec@5 93.750 (94.310)	Acc 0.516 (0.516)	

Results - Epoch: 1
Training Loss 1.6323 	Training Prec@1 38.668 	Training Prec@5 87.984 	Validation Loss 1.3812 	Validation Prec@1 51.560 	Validation Prec@5 94.310 	

/scratch/tor213/DLS/question4/Hoffer/utils/log.py:163: FutureWarning: The frame.append method is deprecated and will be removed from pandas in a future version. Use pandas.concat instead.
  self.results = self.results.append(df, ignore_index=True)
Plot file saved at: /scratch/tor213/DLS/results/2022-03-31_16-46-22_resnet44_m-16/results.html

Starting Epoch: 2

/scratch/tor213/.env/lib64/python3.8/site-packages/torch/utils/data/dataloader.py:478: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
TRAINING - Epoch: [1][0/781]	Time 0.953 (0.953)	Data 0.746 (0.746)	Loss 1.3318 (1.3318)	Prec@1 54.785 (54.785)	Prec@5 92.480 (92.480)	Acc 0.548 (0.548)	
TRAINING - Epoch: [1][10/781]	Time 0.178 (0.307)	Data 0.000 (0.120)	Loss 1.0602 (1.2741)	Prec@1 62.207 (52.832)	Prec@5 95.117 (94.389)	Acc 0.528 (0.531)	
TRAINING - Epoch: [1][20/781]	Time 0.178 (0.246)	Data 0.000 (0.063)	Loss 1.2563 (1.2905)	Prec@1 50.879 (52.618)	Prec@5 94.531 (94.043)	Acc 0.526 (0.528)	
TRAINING - Epoch: [1][30/781]	Time 0.178 (0.224)	Data 0.000 (0.043)	Loss 1.1772 (1.2932)	Prec@1 59.082 (52.659)	Prec@5 97.559 (94.304)	Acc 0.527 (0.528)	
TRAINING - Epoch: [1][40/781]	Time 0.178 (0.213)	Data 0.000 (0.032)	Loss 1.1637 (1.2736)	Prec@1 62.109 (53.420)	Prec@5 96.582 (94.567)	Acc 0.534 (0.528)	
TRAINING - Epoch: [1][50/781]	Time 0.178 (0.206)	Data 0.000 (0.026)	Loss 1.4342 (1.2757)	Prec@1 49.219 (53.403)	Prec@5 92.578 (94.497)	Acc 0.534 (0.529)	
TRAINING - Epoch: [1][60/781]	Time 0.178 (0.201)	Data 0.000 (0.022)	Loss 1.3561 (1.2775)	Prec@1 50.293 (53.365)	Prec@5 93.359 (94.480)	Acc 0.534 (0.530)	
TRAINING - Epoch: [1][70/781]	Time 0.178 (0.198)	Data 0.000 (0.019)	Loss 1.2536 (1.2789)	Prec@1 57.910 (53.331)	Prec@5 95.703 (94.421)	Acc 0.533 (0.530)	
TRAINING - Epoch: [1][80/781]	Time 0.178 (0.196)	Data 0.000 (0.016)	Loss 1.1817 (1.2711)	Prec@1 57.324 (53.809)	Prec@5 95.801 (94.594)	Acc 0.538 (0.531)	
TRAINING - Epoch: [1][90/781]	Time 0.178 (0.194)	Data 0.000 (0.015)	Loss 1.2086 (1.2662)	Prec@1 57.715 (53.942)	Prec@5 95.605 (94.713)	Acc 0.539 (0.532)	
TRAINING - Epoch: [1][100/781]	Time 0.178 (0.192)	Data 0.000 (0.013)	Loss 1.3017 (1.2634)	Prec@1 54.297 (54.118)	Prec@5 94.336 (94.734)	Acc 0.541 (0.533)	
TRAINING - Epoch: [1][110/781]	Time 0.178 (0.191)	Data 0.000 (0.012)	Loss 1.3192 (1.2576)	Prec@1 52.734 (54.329)	Prec@5 93.262 (94.782)	Acc 0.543 (0.534)	
TRAINING - Epoch: [1][120/781]	Time 0.178 (0.190)	Data 0.000 (0.011)	Loss 1.2036 (1.2534)	Prec@1 51.465 (54.435)	Prec@5 93.848 (94.806)	Acc 0.544 (0.534)	
TRAINING - Epoch: [1][130/781]	Time 0.178 (0.189)	Data 0.000 (0.010)	Loss 1.4202 (1.2506)	Prec@1 48.340 (54.572)	Prec@5 93.652 (94.838)	Acc 0.546 (0.535)	
TRAINING - Epoch: [1][140/781]	Time 0.178 (0.188)	Data 0.000 (0.010)	Loss 1.2171 (1.2489)	Prec@1 51.855 (54.672)	Prec@5 96.582 (94.851)	Acc 0.547 (0.536)	
