saving to results/2022-03-31_16-19-45_resnet44_m-4
creating model resnet
created model with configuration: {'dataset': 'cifar10', 'depth': 44}
number of parameters: 661338
/scratch/tor213/.env/lib64/python3.8/site-packages/torch/utils/data/dataloader.py:478: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
optimization regime: [{'epoch': 0, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'regularizer': {'name': 'WeightDecay', 'value': 0.0001, 'log': False, 'filter': {'parameter_name': <function weight_decay_config.<locals>.<lambda> at 0x146218584a60>, 'module': <function weight_decay_config.<locals>.<lambda> at 0x146218584820>}}}, {'epoch': 81, 'lr': 0.01}, {'epoch': 122, 'lr': 0.001}, {'epoch': 164, 'lr': 0.0001}]
data regime: Current: {'datasets_path': '~/Datasets', 'name': 'cifar10', 'split': 'train', 'augment': True, 'input_size': None, 'batch_size': 64, 'shuffle': True, 'num_workers': 8, 'pin_memory': True, 'drop_last': True, 'distributed': False, 'duplicates': 4, 'autoaugment': False, 'cutout': {'holes': 1, 'length': 16}}
 Regime:None

Starting Epoch: 1

Files already downloaded and verified
Files already downloaded and verified
TRAINING - Epoch: [0][0/781]	Time 2.139 (2.139)	Data 1.825 (1.825)	Loss 2.3056 (2.3056)	Prec@1 8.594 (8.594)	Prec@5 42.578 (42.578)	Acc 0.086 (0.086)	
TRAINING - Epoch: [0][320/781]	Time 0.048 (0.055)	Data 0.000 (0.006)	Loss 1.8346 (1.8864)	Prec@1 27.734 (28.376)	Prec@5 85.938 (81.893)	Acc 0.284 (0.230)	
TRAINING - Epoch: [0][330/781]	Time 0.048 (0.055)	Data 0.000 (0.006)	Loss 1.5634 (1.8799)	Prec@1 46.484 (28.614)	Prec@5 86.719 (82.083)	Acc 0.286 (0.232)	
TRAINING - Epoch: [0][340/781]	Time 0.048 (0.055)	Data 0.000 (0.006)	Loss 1.8643 (1.8724)	Prec@1 30.859 (28.926)	Prec@5 85.938 (82.296)	Acc 0.289 (0.234)	
TRAINING - Epoch: [0][350/781]	Time 0.048 (0.054)	Data 0.000 (0.005)	Loss 1.8289 (1.8661)	Prec@1 27.344 (29.223)	Prec@5 83.984 (82.432)	Acc 0.292 (0.235)	
TRAINING - Epoch: [0][360/781]	Time 0.048 (0.054)	Data 0.000 (0.005)	Loss 1.5314 (1.8597)	Prec@1 42.969 (29.446)	Prec@5 90.234 (82.632)	Acc 0.294 (0.237)	
TRAINING - Epoch: [0][370/781]	Time 0.048 (0.054)	Data 0.000 (0.005)	Loss 1.6028 (1.8538)	Prec@1 41.016 (29.746)	Prec@5 87.891 (82.791)	Acc 0.297 (0.238)	
TRAINING - Epoch: [0][380/781]	Time 0.048 (0.054)	Data 0.000 (0.005)	Loss 1.4824 (1.8479)	Prec@1 46.875 (29.988)	Prec@5 91.797 (82.930)	Acc 0.300 (0.240)	
TRAINING - Epoch: [0][390/781]	Time 0.048 (0.054)	Data 0.000 (0.005)	Loss 1.6910 (1.8422)	Prec@1 37.500 (30.250)	Prec@5 92.969 (83.109)	Acc 0.302 (0.242)	
TRAINING - Epoch: [0][400/781]	Time 0.048 (0.054)	Data 0.000 (0.005)	Loss 1.6584 (1.8367)	Prec@1 34.766 (30.491)	Prec@5 90.234 (83.257)	Acc 0.305 (0.243)	
TRAINING - Epoch: [0][410/781]	Time 0.048 (0.054)	Data 0.000 (0.005)	Loss 1.5931 (1.8311)	Prec@1 40.234 (30.734)	Prec@5 91.797 (83.401)	Acc 0.307 (0.245)	
TRAINING - Epoch: [0][420/781]	Time 0.048 (0.053)	Data 0.000 (0.004)	Loss 1.6195 (1.8266)	Prec@1 31.250 (30.931)	Prec@5 91.016 (83.526)	Acc 0.309 (0.246)	
TRAINING - Epoch: [0][430/781]	Time 0.049 (0.053)	Data 0.000 (0.004)	Loss 1.5364 (1.8208)	Prec@1 41.016 (31.149)	Prec@5 93.750 (83.688)	Acc 0.311 (0.248)	
TRAINING - Epoch: [0][440/781]	Time 0.048 (0.053)	Data 0.000 (0.004)	Loss 1.6633 (1.8141)	Prec@1 42.969 (31.434)	Prec@5 89.453 (83.851)	Acc 0.314 (0.249)	
TRAINING - Epoch: [0][450/781]	Time 0.048 (0.053)	Data 0.000 (0.004)	Loss 1.5049 (1.8091)	Prec@1 46.484 (31.657)	Prec@5 88.672 (83.977)	Acc 0.317 (0.251)	
TRAINING - Epoch: [0][460/781]	Time 0.048 (0.053)	Data 0.000 (0.004)	Loss 1.6375 (1.8045)	Prec@1 35.547 (31.865)	Prec@5 90.234 (84.083)	Acc 0.319 (0.252)	
TRAINING - Epoch: [0][470/781]	Time 0.048 (0.053)	Data 0.000 (0.004)	Loss 1.6656 (1.7978)	Prec@1 39.453 (32.122)	Prec@5 91.797 (84.240)	Acc 0.321 (0.254)	
TRAINING - Epoch: [0][480/781]	Time 0.048 (0.053)	Data 0.000 (0.004)	Loss 1.4686 (1.7935)	Prec@1 42.578 (32.307)	Prec@5 93.750 (84.372)	Acc 0.323 (0.255)	
TRAINING - Epoch: [0][490/781]	Time 0.048 (0.053)	Data 0.000 (0.004)	Loss 1.5483 (1.7879)	Prec@1 42.188 (32.536)	Prec@5 90.625 (84.517)	Acc 0.325 (0.256)	
TRAINING - Epoch: [0][500/781]	Time 0.048 (0.053)	Data 0.000 (0.004)	Loss 1.3472 (1.7828)	Prec@1 48.438 (32.758)	Prec@5 92.578 (84.663)	Acc 0.328 (0.258)	
TRAINING - Epoch: [0][510/781]	Time 0.048 (0.053)	Data 0.000 (0.004)	Loss 1.5537 (1.7792)	Prec@1 41.016 (32.907)	Prec@5 91.016 (84.764)	Acc 0.329 (0.259)	
TRAINING - Epoch: [0][520/781]	Time 0.048 (0.052)	Data 0.000 (0.004)	Loss 1.5623 (1.7759)	Prec@1 43.750 (33.049)	Prec@5 89.844 (84.853)	Acc 0.330 (0.261)	
TRAINING - Epoch: [0][530/781]	Time 0.048 (0.052)	Data 0.000 (0.004)	Loss 1.5747 (1.7717)	Prec@1 37.891 (33.223)	Prec@5 90.625 (84.965)	Acc 0.332 (0.262)	
TRAINING - Epoch: [0][540/781]	Time 0.048 (0.052)	Data 0.000 (0.004)	Loss 1.4460 (1.7663)	Prec@1 48.047 (33.445)	Prec@5 92.188 (85.093)	Acc 0.334 (0.263)	
TRAINING - Epoch: [0][550/781]	Time 0.048 (0.052)	Data 0.000 (0.003)	Loss 1.4566 (1.7615)	Prec@1 48.047 (33.649)	Prec@5 91.016 (85.224)	Acc 0.336 (0.265)	
TRAINING - Epoch: [0][560/781]	Time 0.048 (0.052)	Data 0.000 (0.003)	Loss 1.5543 (1.7567)	Prec@1 43.359 (33.846)	Prec@5 92.188 (85.329)	Acc 0.338 (0.266)	
TRAINING - Epoch: [0][570/781]	Time 0.048 (0.052)	Data 0.000 (0.003)	Loss 1.4883 (1.7517)	Prec@1 42.969 (34.070)	Prec@5 94.531 (85.461)	Acc 0.341 (0.267)	
TRAINING - Epoch: [0][580/781]	Time 0.048 (0.052)	Data 0.000 (0.003)	Loss 1.4231 (1.7471)	Prec@1 49.609 (34.216)	Prec@5 91.406 (85.584)	Acc 0.342 (0.268)	
TRAINING - Epoch: [0][590/781]	Time 0.048 (0.052)	Data 0.000 (0.003)	Loss 1.4731 (1.7419)	Prec@1 39.453 (34.425)	Prec@5 94.141 (85.713)	Acc 0.344 (0.270)	
TRAINING - Epoch: [0][600/781]	Time 0.048 (0.052)	Data 0.000 (0.003)	Loss 1.3597 (1.7367)	Prec@1 49.609 (34.639)	Prec@5 97.266 (85.835)	Acc 0.346 (0.271)	
TRAINING - Epoch: [0][610/781]	Time 0.048 (0.052)	Data 0.000 (0.003)	Loss 1.4986 (1.7320)	Prec@1 42.578 (34.807)	Prec@5 92.188 (85.955)	Acc 0.348 (0.272)	
TRAINING - Epoch: [0][620/781]	Time 0.048 (0.052)	Data 0.000 (0.003)	Loss 1.4880 (1.7279)	Prec@1 47.266 (34.975)	Prec@5 87.500 (86.039)	Acc 0.350 (0.273)	
TRAINING - Epoch: [0][630/781]	Time 0.048 (0.052)	Data 0.000 (0.003)	Loss 1.4651 (1.7240)	Prec@1 47.656 (35.161)	Prec@5 90.625 (86.134)	Acc 0.352 (0.275)	
TRAINING - Epoch: [0][640/781]	Time 0.048 (0.052)	Data 0.000 (0.003)	Loss 1.2240 (1.7186)	Prec@1 58.203 (35.400)	Prec@5 96.094 (86.245)	Acc 0.354 (0.276)	
TRAINING - Epoch: [0][650/781]	Time 0.049 (0.052)	Data 0.000 (0.003)	Loss 1.5807 (1.7134)	Prec@1 50.781 (35.661)	Prec@5 87.891 (86.350)	Acc 0.357 (0.277)	
TRAINING - Epoch: [0][660/781]	Time 0.048 (0.052)	Data 0.000 (0.003)	Loss 1.5268 (1.7091)	Prec@1 45.703 (35.849)	Prec@5 91.406 (86.445)	Acc 0.358 (0.278)	
TRAINING - Epoch: [0][670/781]	Time 0.048 (0.052)	Data 0.000 (0.003)	Loss 1.4385 (1.7049)	Prec@1 45.703 (36.014)	Prec@5 91.797 (86.541)	Acc 0.360 (0.280)	
TRAINING - Epoch: [0][680/781]	Time 0.048 (0.052)	Data 0.000 (0.003)	Loss 1.3464 (1.7003)	Prec@1 46.875 (36.199)	Prec@5 92.188 (86.632)	Acc 0.362 (0.281)	
TRAINING - Epoch: [0][690/781]	Time 0.048 (0.051)	Data 0.000 (0.003)	Loss 1.4397 (1.6960)	Prec@1 49.609 (36.361)	Prec@5 89.453 (86.726)	Acc 0.364 (0.282)	
TRAINING - Epoch: [0][700/781]	Time 0.048 (0.051)	Data 0.000 (0.003)	Loss 1.3262 (1.6915)	Prec@1 48.828 (36.527)	Prec@5 90.234 (86.817)	Acc 0.365 (0.283)	
TRAINING - Epoch: [0][710/781]	Time 0.048 (0.051)	Data 0.000 (0.003)	Loss 1.3795 (1.6875)	Prec@1 50.000 (36.690)	Prec@5 91.406 (86.904)	Acc 0.367 (0.284)	
TRAINING - Epoch: [0][720/781]	Time 0.049 (0.051)	Data 0.000 (0.003)	Loss 1.3797 (1.6842)	Prec@1 50.000 (36.805)	Prec@5 92.188 (86.977)	Acc 0.368 (0.285)	
TRAINING - Epoch: [0][730/781]	Time 0.048 (0.051)	Data 0.000 (0.003)	Loss 1.4007 (1.6800)	Prec@1 48.047 (36.977)	Prec@5 94.922 (87.066)	Acc 0.370 (0.287)	
TRAINING - Epoch: [0][740/781]	Time 0.048 (0.051)	Data 0.000 (0.003)	Loss 1.4574 (1.6756)	Prec@1 45.703 (37.160)	Prec@5 91.406 (87.151)	Acc 0.372 (0.288)	
TRAINING - Epoch: [0][750/781]	Time 0.048 (0.051)	Data 0.000 (0.003)	Loss 1.5797 (1.6718)	Prec@1 42.969 (37.314)	Prec@5 89.844 (87.229)	Acc 0.373 (0.289)	
TRAINING - Epoch: [0][760/781]	Time 0.049 (0.051)	Data 0.000 (0.003)	Loss 1.5201 (1.6677)	Prec@1 44.922 (37.507)	Prec@5 89.062 (87.310)	Acc 0.375 (0.290)	
TRAINING - Epoch: [0][770/781]	Time 0.049 (0.051)	Data 0.000 (0.003)	Loss 1.3129 (1.6640)	Prec@1 47.266 (37.643)	Prec@5 95.312 (87.401)	Acc 0.376 (0.291)	
TRAINING - Epoch: [0][780/781]	Time 0.048 (0.051)	Data 0.000 (0.002)	Loss 1.3887 (1.6610)	Prec@1 49.609 (37.783)	Prec@5 90.234 (87.459)	Acc 0.378 (0.292)	
EVALUATING - Epoch: [0][0/157]	Time 0.403 (0.403)	Data 0.356 (0.356)	Loss 1.6958 (1.6958)	Prec@1 51.562 (51.562)	Prec@5 89.062 (89.062)	Acc 0.516 (0.516)	
EVALUATING - Epoch: [0][10/157]	Time 0.005 (0.041)	Data 0.000 (0.033)	Loss 1.8646 (1.6257)	Prec@1 37.500 (47.017)	Prec@5 93.750 (93.182)	Acc 0.470 (0.490)	
EVALUATING - Epoch: [0][20/157]	Time 0.006 (0.024)	Data 0.000 (0.017)	Loss 1.6092 (1.6044)	Prec@1 43.750 (48.214)	Prec@5 96.875 (94.196)	Acc 0.482 (0.485)	
EVALUATING - Epoch: [0][30/157]	Time 0.004 (0.018)	Data 0.000 (0.012)	Loss 1.5436 (1.6165)	Prec@1 48.438 (48.286)	Prec@5 92.188 (93.599)	Acc 0.483 (0.484)	
EVALUATING - Epoch: [0][40/157]	Time 0.004 (0.015)	Data 0.000 (0.009)	Loss 1.6314 (1.6375)	Prec@1 37.500 (48.133)	Prec@5 92.188 (93.369)	Acc 0.481 (0.484)	
EVALUATING - Epoch: [0][50/157]	Time 0.008 (0.014)	Data 0.000 (0.007)	Loss 1.6056 (1.6363)	Prec@1 48.438 (48.131)	Prec@5 93.750 (93.321)	Acc 0.481 (0.483)	
EVALUATING - Epoch: [0][60/157]	Time 0.005 (0.012)	Data 0.000 (0.006)	Loss 1.5664 (1.6369)	Prec@1 43.750 (47.848)	Prec@5 93.750 (93.110)	Acc 0.478 (0.483)	
EVALUATING - Epoch: [0][70/157]	Time 0.027 (0.012)	Data 0.001 (0.006)	Loss 1.8281 (1.6318)	Prec@1 37.500 (47.777)	Prec@5 98.438 (93.310)	Acc 0.478 (0.482)	
EVALUATING - Epoch: [0][80/157]	Time 0.004 (0.011)	Data 0.000 (0.005)	Loss 1.6107 (1.6258)	Prec@1 42.188 (47.897)	Prec@5 90.625 (93.364)	Acc 0.479 (0.482)	
EVALUATING - Epoch: [0][90/157]	Time 0.020 (0.011)	Data 0.007 (0.005)	Loss 1.6962 (1.6339)	Prec@1 45.312 (47.734)	Prec@5 93.750 (93.338)	Acc 0.477 (0.481)	
EVALUATING - Epoch: [0][100/157]	Time 0.004 (0.010)	Data 0.000 (0.004)	Loss 1.4219 (1.6416)	Prec@1 54.688 (47.710)	Prec@5 95.312 (93.301)	Acc 0.477 (0.481)	
EVALUATING - Epoch: [0][110/157]	Time 0.008 (0.010)	Data 0.005 (0.004)	Loss 1.1066 (1.6427)	Prec@1 56.250 (47.551)	Prec@5 95.312 (93.370)	Acc 0.476 (0.480)	
EVALUATING - Epoch: [0][120/157]	Time 0.007 (0.009)	Data 0.003 (0.004)	Loss 1.5542 (1.6462)	Prec@1 48.438 (47.482)	Prec@5 92.188 (93.376)	Acc 0.475 (0.480)	
EVALUATING - Epoch: [0][130/157]	Time 0.004 (0.009)	Data 0.000 (0.004)	Loss 1.7688 (1.6542)	Prec@1 43.750 (47.304)	Prec@5 92.188 (93.273)	Acc 0.473 (0.479)	
EVALUATING - Epoch: [0][140/157]	Time 0.004 (0.009)	Data 0.000 (0.003)	Loss 1.5169 (1.6549)	Prec@1 51.562 (47.374)	Prec@5 93.750 (93.262)	Acc 0.474 (0.479)	
EVALUATING - Epoch: [0][150/157]	Time 0.004 (0.009)	Data 0.000 (0.003)	Loss 1.3741 (1.6486)	Prec@1 53.125 (47.517)	Prec@5 90.625 (93.284)	Acc 0.475 (0.479)	
EVALUATING - Epoch: [0][156/157]	Time 0.011 (0.008)	Data 0.000 (0.003)	Loss 1.5847 (1.6497)	Prec@1 31.250 (47.490)	Prec@5 93.750 (93.250)	Acc 0.475 (0.478)	

Results - Epoch: 1
Training Loss 1.6610 	Training Prec@1 37.783 	Training Prec@5 87.459 	Validation Loss 1.6497 	Validation Prec@1 47.490 	Validation Prec@5 93.250 	

/scratch/tor213/DLS/question4/Hoffer/utils/log.py:163: FutureWarning: The frame.append method is deprecated and will be removed from pandas in a future version. Use pandas.concat instead.
  self.results = self.results.append(df, ignore_index=True)
Plot file saved at: /scratch/tor213/DLS/results/2022-03-31_16-19-45_resnet44_m-4/results.html

Starting Epoch: 2

/scratch/tor213/.env/lib64/python3.8/site-packages/torch/utils/data/dataloader.py:478: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
TRAINING - Epoch: [1][0/781]	Time 0.611 (0.611)	Data 0.557 (0.557)	Loss 1.4038 (1.4038)	Prec@1 48.438 (48.438)	Prec@5 92.578 (92.578)	Acc 0.484 (0.484)	
TRAINING - Epoch: [1][10/781]	Time 0.049 (0.105)	Data 0.000 (0.052)	Loss 1.1081 (1.3435)	Prec@1 61.328 (50.852)	Prec@5 96.094 (93.750)	Acc 0.509 (0.506)	
TRAINING - Epoch: [1][20/781]	Time 0.048 (0.078)	Data 0.000 (0.027)	Loss 1.3390 (1.3542)	Prec@1 49.609 (50.372)	Prec@5 94.922 (93.731)	Acc 0.504 (0.506)	
TRAINING - Epoch: [1][30/781]	Time 0.049 (0.068)	Data 0.000 (0.018)	Loss 1.2534 (1.3582)	Prec@1 58.594 (50.265)	Prec@5 97.656 (93.674)	Acc 0.503 (0.504)	
TRAINING - Epoch: [1][40/781]	Time 0.049 (0.064)	Data 0.000 (0.014)	Loss 1.2875 (1.3316)	Prec@1 54.297 (51.115)	Prec@5 94.141 (93.931)	Acc 0.511 (0.505)	
TRAINING - Epoch: [1][50/781]	Time 0.048 (0.061)	Data 0.000 (0.011)	Loss 1.4670 (1.3311)	Prec@1 42.969 (51.210)	Prec@5 92.578 (93.765)	Acc 0.512 (0.507)	
TRAINING - Epoch: [1][60/781]	Time 0.048 (0.059)	Data 0.000 (0.009)	Loss 1.4797 (1.3334)	Prec@1 49.609 (51.069)	Prec@5 89.062 (93.795)	Acc 0.511 (0.508)	
TRAINING - Epoch: [1][70/781]	Time 0.049 (0.057)	Data 0.000 (0.008)	Loss 1.2304 (1.3319)	Prec@1 58.594 (51.370)	Prec@5 94.141 (93.645)	Acc 0.514 (0.508)	
TRAINING - Epoch: [1][80/781]	Time 0.049 (0.056)	Data 0.000 (0.007)	Loss 1.2767 (1.3242)	Prec@1 54.297 (51.852)	Prec@5 96.094 (93.813)	Acc 0.519 (0.509)	
TRAINING - Epoch: [1][90/781]	Time 0.049 (0.055)	Data 0.000 (0.006)	Loss 1.2385 (1.3181)	Prec@1 53.516 (52.159)	Prec@5 95.312 (93.857)	Acc 0.522 (0.511)	
TRAINING - Epoch: [1][100/781]	Time 0.049 (0.055)	Data 0.000 (0.006)	Loss 1.3491 (1.3143)	Prec@1 52.734 (52.425)	Prec@5 96.094 (93.978)	Acc 0.524 (0.512)	
TRAINING - Epoch: [1][110/781]	Time 0.049 (0.054)	Data 0.000 (0.005)	Loss 1.2792 (1.3074)	Prec@1 51.562 (52.734)	Prec@5 94.531 (94.077)	Acc 0.527 (0.513)	
TRAINING - Epoch: [1][120/781]	Time 0.049 (0.054)	Data 0.000 (0.005)	Loss 1.2634 (1.3035)	Prec@1 51.172 (52.909)	Prec@5 93.359 (94.105)	Acc 0.529 (0.514)	
TRAINING - Epoch: [1][130/781]	Time 0.049 (0.053)	Data 0.000 (0.004)	Loss 1.4125 (1.2996)	Prec@1 45.703 (53.056)	Prec@5 92.188 (94.117)	Acc 0.531 (0.516)	
TRAINING - Epoch: [1][140/781]	Time 0.048 (0.053)	Data 0.000 (0.004)	Loss 1.3340 (1.2987)	Prec@1 54.297 (53.092)	Prec@5 95.312 (94.168)	Acc 0.531 (0.517)	
TRAINING - Epoch: [1][150/781]	Time 0.049 (0.053)	Data 0.000 (0.004)	Loss 1.2558 (1.2962)	Prec@1 51.172 (52.985)	Prec@5 94.141 (94.252)	Acc 0.530 (0.518)	
