saving to results/2022-03-31_16-22-16_resnet44_m-2
creating model resnet
created model with configuration: {'dataset': 'cifar10', 'depth': 44}
number of parameters: 661338
/scratch/tor213/.env/lib64/python3.8/site-packages/torch/utils/data/dataloader.py:478: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
optimization regime: [{'epoch': 0, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'regularizer': {'name': 'WeightDecay', 'value': 0.0001, 'log': False, 'filter': {'parameter_name': <function weight_decay_config.<locals>.<lambda> at 0x1502076a9a60>, 'module': <function weight_decay_config.<locals>.<lambda> at 0x1502076a9820>}}}, {'epoch': 81, 'lr': 0.01}, {'epoch': 122, 'lr': 0.001}, {'epoch': 164, 'lr': 0.0001}]
data regime: Current: {'datasets_path': '~/Datasets', 'name': 'cifar10', 'split': 'train', 'augment': True, 'input_size': None, 'batch_size': 64, 'shuffle': True, 'num_workers': 8, 'pin_memory': True, 'drop_last': True, 'distributed': False, 'duplicates': 2, 'autoaugment': False, 'cutout': {'holes': 1, 'length': 16}}
 Regime:None

Starting Epoch: 1

Files already downloaded and verified
Files already downloaded and verified
TRAINING - Epoch: [0][0/781]	Time 1.792 (1.792)	Data 1.501 (1.501)	Loss 2.3067 (2.3067)	Prec@1 7.031 (7.031)	Prec@5 42.188 (42.188)	Acc 0.070 (0.070)	
TRAINING - Epoch: [0][110/781]	Time 0.027 (0.043)	Data 0.000 (0.014)	Loss 1.8456 (2.0638)	Prec@1 30.469 (21.713)	Prec@5 85.938 (74.374)	Acc 0.217 (0.178)	
TRAINING - Epoch: [0][120/781]	Time 0.028 (0.042)	Data 0.000 (0.013)	Loss 1.8798 (2.0502)	Prec@1 28.125 (22.107)	Prec@5 84.375 (75.116)	Acc 0.221 (0.181)	
TRAINING - Epoch: [0][130/781]	Time 0.027 (0.041)	Data 0.000 (0.012)	Loss 1.9601 (2.0370)	Prec@1 30.469 (22.609)	Prec@5 82.812 (75.716)	Acc 0.226 (0.184)	
TRAINING - Epoch: [0][140/781]	Time 0.027 (0.040)	Data 0.000 (0.011)	Loss 1.8890 (2.0276)	Prec@1 23.438 (22.883)	Prec@5 89.062 (76.352)	Acc 0.229 (0.188)	
TRAINING - Epoch: [0][150/781]	Time 0.027 (0.039)	Data 0.000 (0.010)	Loss 1.8258 (2.0210)	Prec@1 27.344 (23.210)	Prec@5 86.719 (76.738)	Acc 0.232 (0.190)	
TRAINING - Epoch: [0][160/781]	Time 0.027 (0.038)	Data 0.000 (0.010)	Loss 2.0279 (2.0116)	Prec@1 22.656 (23.525)	Prec@5 77.344 (77.155)	Acc 0.235 (0.193)	
TRAINING - Epoch: [0][170/781]	Time 0.027 (0.038)	Data 0.000 (0.009)	Loss 1.8569 (2.0028)	Prec@1 26.562 (23.780)	Prec@5 82.812 (77.632)	Acc 0.238 (0.196)	
TRAINING - Epoch: [0][180/781]	Time 0.027 (0.037)	Data 0.000 (0.009)	Loss 1.7461 (1.9920)	Prec@1 26.562 (24.154)	Prec@5 91.406 (78.078)	Acc 0.242 (0.198)	
TRAINING - Epoch: [0][190/781]	Time 0.027 (0.037)	Data 0.000 (0.008)	Loss 1.7591 (1.9845)	Prec@1 38.281 (24.395)	Prec@5 86.719 (78.469)	Acc 0.244 (0.200)	
TRAINING - Epoch: [0][200/781]	Time 0.027 (0.036)	Data 0.000 (0.008)	Loss 1.8980 (1.9765)	Prec@1 28.906 (24.592)	Prec@5 79.688 (78.801)	Acc 0.246 (0.203)	
TRAINING - Epoch: [0][210/781]	Time 0.027 (0.036)	Data 0.000 (0.007)	Loss 1.6898 (1.9684)	Prec@1 32.812 (24.852)	Prec@5 90.625 (79.191)	Acc 0.249 (0.205)	
TRAINING - Epoch: [0][220/781]	Time 0.027 (0.035)	Data 0.000 (0.007)	Loss 1.9023 (1.9607)	Prec@1 30.469 (25.244)	Prec@5 77.344 (79.458)	Acc 0.252 (0.207)	
TRAINING - Epoch: [0][230/781]	Time 0.027 (0.035)	Data 0.000 (0.007)	Loss 1.8621 (1.9539)	Prec@1 28.906 (25.545)	Prec@5 85.156 (79.759)	Acc 0.255 (0.209)	
TRAINING - Epoch: [0][240/781]	Time 0.027 (0.035)	Data 0.000 (0.006)	Loss 1.6702 (1.9455)	Prec@1 35.938 (25.823)	Prec@5 87.500 (80.034)	Acc 0.258 (0.211)	
TRAINING - Epoch: [0][250/781]	Time 0.027 (0.034)	Data 0.000 (0.006)	Loss 1.7020 (1.9382)	Prec@1 39.062 (26.096)	Prec@5 86.719 (80.335)	Acc 0.261 (0.213)	
TRAINING - Epoch: [0][260/781]	Time 0.027 (0.034)	Data 0.000 (0.006)	Loss 1.9944 (1.9331)	Prec@1 32.812 (26.308)	Prec@5 76.562 (80.508)	Acc 0.263 (0.215)	
TRAINING - Epoch: [0][270/781]	Time 0.027 (0.034)	Data 0.000 (0.006)	Loss 1.8093 (1.9270)	Prec@1 31.250 (26.511)	Prec@5 82.031 (80.734)	Acc 0.265 (0.217)	
TRAINING - Epoch: [0][280/781]	Time 0.027 (0.033)	Data 0.000 (0.006)	Loss 1.5766 (1.9179)	Prec@1 42.188 (26.827)	Prec@5 90.625 (80.980)	Acc 0.268 (0.218)	
TRAINING - Epoch: [0][290/781]	Time 0.027 (0.033)	Data 0.000 (0.005)	Loss 1.8617 (1.9118)	Prec@1 30.469 (27.075)	Prec@5 85.938 (81.210)	Acc 0.271 (0.220)	
TRAINING - Epoch: [0][300/781]	Time 0.027 (0.033)	Data 0.000 (0.005)	Loss 1.5110 (1.9046)	Prec@1 48.438 (27.313)	Prec@5 91.406 (81.398)	Acc 0.273 (0.222)	
TRAINING - Epoch: [0][310/781]	Time 0.027 (0.033)	Data 0.000 (0.005)	Loss 1.6186 (1.8990)	Prec@1 35.938 (27.600)	Prec@5 90.625 (81.531)	Acc 0.276 (0.224)	
TRAINING - Epoch: [0][320/781]	Time 0.027 (0.033)	Data 0.000 (0.005)	Loss 1.7274 (1.8936)	Prec@1 35.156 (27.848)	Prec@5 82.812 (81.693)	Acc 0.278 (0.225)	
TRAINING - Epoch: [0][330/781]	Time 0.041 (0.032)	Data 0.000 (0.005)	Loss 1.7533 (1.8877)	Prec@1 39.062 (28.026)	Prec@5 86.719 (81.897)	Acc 0.280 (0.227)	
TRAINING - Epoch: [0][340/781]	Time 0.027 (0.032)	Data 0.000 (0.005)	Loss 1.8503 (1.8815)	Prec@1 34.375 (28.295)	Prec@5 82.812 (82.056)	Acc 0.283 (0.228)	
TRAINING - Epoch: [0][350/781]	Time 0.027 (0.032)	Data 0.000 (0.004)	Loss 1.8294 (1.8756)	Prec@1 24.219 (28.508)	Prec@5 87.500 (82.229)	Acc 0.285 (0.230)	
TRAINING - Epoch: [0][360/781]	Time 0.027 (0.032)	Data 0.000 (0.004)	Loss 1.5610 (1.8696)	Prec@1 38.281 (28.815)	Prec@5 89.062 (82.416)	Acc 0.288 (0.232)	
TRAINING - Epoch: [0][370/781]	Time 0.027 (0.032)	Data 0.000 (0.004)	Loss 1.6058 (1.8639)	Prec@1 39.844 (29.016)	Prec@5 88.281 (82.593)	Acc 0.290 (0.233)	
TRAINING - Epoch: [0][380/781]	Time 0.027 (0.032)	Data 0.000 (0.004)	Loss 1.4679 (1.8570)	Prec@1 46.094 (29.304)	Prec@5 95.312 (82.763)	Acc 0.293 (0.235)	
TRAINING - Epoch: [0][390/781]	Time 0.027 (0.032)	Data 0.000 (0.004)	Loss 1.6907 (1.8509)	Prec@1 39.062 (29.544)	Prec@5 91.406 (82.950)	Acc 0.295 (0.236)	
TRAINING - Epoch: [0][400/781]	Time 0.027 (0.032)	Data 0.000 (0.004)	Loss 1.5707 (1.8463)	Prec@1 40.625 (29.771)	Prec@5 92.969 (83.103)	Acc 0.298 (0.238)	
TRAINING - Epoch: [0][410/781]	Time 0.027 (0.031)	Data 0.000 (0.004)	Loss 1.6978 (1.8413)	Prec@1 32.812 (29.956)	Prec@5 90.625 (83.257)	Acc 0.300 (0.239)	
TRAINING - Epoch: [0][420/781]	Time 0.027 (0.031)	Data 0.000 (0.004)	Loss 1.6850 (1.8369)	Prec@1 31.250 (30.124)	Prec@5 92.188 (83.397)	Acc 0.301 (0.241)	
TRAINING - Epoch: [0][430/781]	Time 0.027 (0.031)	Data 0.000 (0.004)	Loss 1.5777 (1.8319)	Prec@1 41.406 (30.329)	Prec@5 96.094 (83.538)	Acc 0.303 (0.242)	
TRAINING - Epoch: [0][440/781]	Time 0.027 (0.031)	Data 0.000 (0.004)	Loss 1.6585 (1.8262)	Prec@1 40.625 (30.584)	Prec@5 89.062 (83.686)	Acc 0.306 (0.244)	
TRAINING - Epoch: [0][450/781]	Time 0.027 (0.031)	Data 0.000 (0.004)	Loss 1.6146 (1.8215)	Prec@1 38.281 (30.756)	Prec@5 85.156 (83.807)	Acc 0.308 (0.245)	
TRAINING - Epoch: [0][460/781]	Time 0.027 (0.031)	Data 0.000 (0.003)	Loss 1.7141 (1.8168)	Prec@1 34.375 (30.975)	Prec@5 92.188 (83.923)	Acc 0.310 (0.246)	
TRAINING - Epoch: [0][470/781]	Time 0.027 (0.031)	Data 0.000 (0.003)	Loss 1.6827 (1.8103)	Prec@1 37.500 (31.242)	Prec@5 92.969 (84.083)	Acc 0.312 (0.248)	
TRAINING - Epoch: [0][480/781]	Time 0.027 (0.031)	Data 0.000 (0.003)	Loss 1.4853 (1.8063)	Prec@1 40.625 (31.430)	Prec@5 94.531 (84.213)	Acc 0.314 (0.249)	
TRAINING - Epoch: [0][490/781]	Time 0.027 (0.031)	Data 0.000 (0.003)	Loss 1.5381 (1.8013)	Prec@1 42.188 (31.618)	Prec@5 89.844 (84.372)	Acc 0.316 (0.250)	
TRAINING - Epoch: [0][500/781]	Time 0.027 (0.031)	Data 0.000 (0.003)	Loss 1.4578 (1.7967)	Prec@1 41.406 (31.804)	Prec@5 93.750 (84.512)	Acc 0.318 (0.252)	
TRAINING - Epoch: [0][510/781]	Time 0.027 (0.031)	Data 0.000 (0.003)	Loss 1.6301 (1.7930)	Prec@1 34.375 (31.952)	Prec@5 91.406 (84.630)	Acc 0.320 (0.253)	
TRAINING - Epoch: [0][520/781]	Time 0.027 (0.031)	Data 0.000 (0.003)	Loss 1.6593 (1.7904)	Prec@1 48.438 (32.102)	Prec@5 89.844 (84.726)	Acc 0.321 (0.254)	
TRAINING - Epoch: [0][530/781]	Time 0.027 (0.030)	Data 0.000 (0.003)	Loss 1.7455 (1.7869)	Prec@1 29.688 (32.221)	Prec@5 89.844 (84.809)	Acc 0.322 (0.256)	
TRAINING - Epoch: [0][540/781]	Time 0.027 (0.030)	Data 0.000 (0.003)	Loss 1.4369 (1.7818)	Prec@1 48.438 (32.446)	Prec@5 90.625 (84.925)	Acc 0.324 (0.257)	
TRAINING - Epoch: [0][550/781]	Time 0.027 (0.030)	Data 0.000 (0.003)	Loss 1.5687 (1.7771)	Prec@1 39.062 (32.634)	Prec@5 88.281 (85.051)	Acc 0.326 (0.258)	
TRAINING - Epoch: [0][560/781]	Time 0.027 (0.030)	Data 0.000 (0.003)	Loss 1.5503 (1.7726)	Prec@1 42.188 (32.821)	Prec@5 93.750 (85.151)	Acc 0.328 (0.259)	
TRAINING - Epoch: [0][570/781]	Time 0.027 (0.030)	Data 0.000 (0.003)	Loss 1.3906 (1.7677)	Prec@1 47.656 (33.004)	Prec@5 96.875 (85.275)	Acc 0.330 (0.261)	
TRAINING - Epoch: [0][580/781]	Time 0.027 (0.030)	Data 0.000 (0.003)	Loss 1.4644 (1.7632)	Prec@1 47.656 (33.184)	Prec@5 92.188 (85.385)	Acc 0.332 (0.262)	
TRAINING - Epoch: [0][590/781]	Time 0.027 (0.030)	Data 0.000 (0.003)	Loss 1.4437 (1.7582)	Prec@1 42.969 (33.389)	Prec@5 92.188 (85.507)	Acc 0.334 (0.263)	
TRAINING - Epoch: [0][600/781]	Time 0.027 (0.030)	Data 0.000 (0.003)	Loss 1.2859 (1.7531)	Prec@1 47.656 (33.617)	Prec@5 96.094 (85.615)	Acc 0.336 (0.264)	
TRAINING - Epoch: [0][610/781]	Time 0.028 (0.030)	Data 0.000 (0.003)	Loss 1.5318 (1.7486)	Prec@1 39.844 (33.780)	Prec@5 91.406 (85.737)	Acc 0.338 (0.265)	
TRAINING - Epoch: [0][620/781]	Time 0.027 (0.030)	Data 0.000 (0.003)	Loss 1.5399 (1.7456)	Prec@1 37.500 (33.916)	Prec@5 88.281 (85.800)	Acc 0.339 (0.267)	
TRAINING - Epoch: [0][630/781]	Time 0.027 (0.030)	Data 0.000 (0.003)	Loss 1.5479 (1.7420)	Prec@1 46.875 (34.091)	Prec@5 89.844 (85.867)	Acc 0.341 (0.268)	
TRAINING - Epoch: [0][640/781]	Time 0.027 (0.030)	Data 0.000 (0.003)	Loss 1.2565 (1.7372)	Prec@1 51.562 (34.302)	Prec@5 96.094 (85.966)	Acc 0.343 (0.269)	
TRAINING - Epoch: [0][650/781]	Time 0.027 (0.030)	Data 0.000 (0.002)	Loss 1.6695 (1.7326)	Prec@1 43.750 (34.518)	Prec@5 85.938 (86.058)	Acc 0.345 (0.270)	
TRAINING - Epoch: [0][660/781]	Time 0.027 (0.030)	Data 0.000 (0.002)	Loss 1.6433 (1.7289)	Prec@1 35.938 (34.669)	Prec@5 91.406 (86.155)	Acc 0.347 (0.271)	
TRAINING - Epoch: [0][670/781]	Time 0.027 (0.030)	Data 0.000 (0.002)	Loss 1.5770 (1.7252)	Prec@1 45.312 (34.824)	Prec@5 89.844 (86.241)	Acc 0.348 (0.272)	
TRAINING - Epoch: [0][680/781]	Time 0.027 (0.030)	Data 0.000 (0.002)	Loss 1.3487 (1.7205)	Prec@1 46.875 (35.017)	Prec@5 96.094 (86.346)	Acc 0.350 (0.273)	
TRAINING - Epoch: [0][690/781]	Time 0.027 (0.030)	Data 0.000 (0.002)	Loss 1.5144 (1.7166)	Prec@1 43.750 (35.145)	Prec@5 89.844 (86.441)	Acc 0.351 (0.275)	
TRAINING - Epoch: [0][700/781]	Time 0.028 (0.030)	Data 0.000 (0.002)	Loss 1.4393 (1.7126)	Prec@1 48.438 (35.304)	Prec@5 89.844 (86.517)	Acc 0.353 (0.276)	
TRAINING - Epoch: [0][710/781]	Time 0.027 (0.030)	Data 0.000 (0.002)	Loss 1.4826 (1.7093)	Prec@1 40.625 (35.432)	Prec@5 92.188 (86.590)	Acc 0.354 (0.277)	
TRAINING - Epoch: [0][720/781]	Time 0.027 (0.030)	Data 0.000 (0.002)	Loss 1.4442 (1.7063)	Prec@1 42.188 (35.552)	Prec@5 94.531 (86.662)	Acc 0.356 (0.278)	
TRAINING - Epoch: [0][730/781]	Time 0.027 (0.030)	Data 0.000 (0.002)	Loss 1.4207 (1.7027)	Prec@1 42.969 (35.697)	Prec@5 97.656 (86.753)	Acc 0.357 (0.279)	
TRAINING - Epoch: [0][740/781]	Time 0.027 (0.030)	Data 0.000 (0.002)	Loss 1.5027 (1.6984)	Prec@1 44.531 (35.874)	Prec@5 93.750 (86.840)	Acc 0.359 (0.280)	
TRAINING - Epoch: [0][750/781]	Time 0.027 (0.029)	Data 0.000 (0.002)	Loss 1.5481 (1.6945)	Prec@1 47.656 (36.016)	Prec@5 89.844 (86.918)	Acc 0.360 (0.281)	
TRAINING - Epoch: [0][760/781]	Time 0.027 (0.029)	Data 0.000 (0.002)	Loss 1.5525 (1.6903)	Prec@1 44.531 (36.210)	Prec@5 91.406 (86.996)	Acc 0.362 (0.282)	
TRAINING - Epoch: [0][770/781]	Time 0.027 (0.029)	Data 0.000 (0.002)	Loss 1.4044 (1.6873)	Prec@1 44.531 (36.342)	Prec@5 95.312 (87.076)	Acc 0.363 (0.283)	
TRAINING - Epoch: [0][780/781]	Time 0.027 (0.029)	Data 0.000 (0.002)	Loss 1.3412 (1.6841)	Prec@1 52.344 (36.490)	Prec@5 94.531 (87.146)	Acc 0.365 (0.284)	
EVALUATING - Epoch: [0][0/157]	Time 0.436 (0.436)	Data 0.369 (0.369)	Loss 1.5700 (1.5700)	Prec@1 56.250 (56.250)	Prec@5 89.062 (89.062)	Acc 0.562 (0.562)	
EVALUATING - Epoch: [0][10/157]	Time 0.004 (0.044)	Data 0.000 (0.034)	Loss 1.6938 (1.5532)	Prec@1 43.750 (45.597)	Prec@5 92.188 (92.614)	Acc 0.456 (0.477)	
EVALUATING - Epoch: [0][20/157]	Time 0.004 (0.026)	Data 0.000 (0.018)	Loss 1.6627 (1.5630)	Prec@1 37.500 (46.652)	Prec@5 93.750 (92.857)	Acc 0.467 (0.472)	
EVALUATING - Epoch: [0][30/157]	Time 0.006 (0.020)	Data 0.000 (0.012)	Loss 1.7050 (1.5762)	Prec@1 46.875 (46.472)	Prec@5 89.062 (92.389)	Acc 0.465 (0.469)	
EVALUATING - Epoch: [0][40/157]	Time 0.004 (0.017)	Data 0.000 (0.009)	Loss 1.5560 (1.5870)	Prec@1 42.188 (46.380)	Prec@5 92.188 (92.378)	Acc 0.464 (0.469)	
EVALUATING - Epoch: [0][50/157]	Time 0.004 (0.015)	Data 0.000 (0.007)	Loss 1.7795 (1.5795)	Prec@1 42.188 (46.324)	Prec@5 90.625 (92.341)	Acc 0.463 (0.468)	
EVALUATING - Epoch: [0][60/157]	Time 0.004 (0.013)	Data 0.000 (0.006)	Loss 1.4376 (1.5858)	Prec@1 51.562 (46.107)	Prec@5 92.188 (92.213)	Acc 0.461 (0.466)	
EVALUATING - Epoch: [0][70/157]	Time 0.004 (0.012)	Data 0.000 (0.005)	Loss 1.6357 (1.5827)	Prec@1 39.062 (46.193)	Prec@5 98.438 (92.276)	Acc 0.462 (0.466)	
EVALUATING - Epoch: [0][80/157]	Time 0.010 (0.012)	Data 0.000 (0.005)	Loss 1.5628 (1.5728)	Prec@1 46.875 (46.451)	Prec@5 87.500 (92.438)	Acc 0.465 (0.465)	
EVALUATING - Epoch: [0][90/157]	Time 0.004 (0.011)	Data 0.000 (0.004)	Loss 1.2872 (1.5710)	Prec@1 56.250 (46.549)	Prec@5 98.438 (92.359)	Acc 0.465 (0.465)	
EVALUATING - Epoch: [0][100/157]	Time 0.004 (0.010)	Data 0.000 (0.004)	Loss 1.4874 (1.5777)	Prec@1 56.250 (46.426)	Prec@5 95.312 (92.280)	Acc 0.464 (0.465)	
EVALUATING - Epoch: [0][110/157]	Time 0.004 (0.010)	Data 0.000 (0.004)	Loss 1.4043 (1.5738)	Prec@1 51.562 (46.396)	Prec@5 92.188 (92.272)	Acc 0.464 (0.465)	
EVALUATING - Epoch: [0][120/157]	Time 0.004 (0.010)	Data 0.000 (0.003)	Loss 1.3870 (1.5689)	Prec@1 60.938 (46.604)	Prec@5 92.188 (92.355)	Acc 0.466 (0.465)	
EVALUATING - Epoch: [0][130/157]	Time 0.012 (0.010)	Data 0.000 (0.003)	Loss 1.4161 (1.5719)	Prec@1 46.875 (46.505)	Prec@5 93.750 (92.247)	Acc 0.465 (0.465)	
EVALUATING - Epoch: [0][140/157]	Time 0.005 (0.009)	Data 0.000 (0.003)	Loss 1.3336 (1.5711)	Prec@1 54.688 (46.543)	Prec@5 95.312 (92.221)	Acc 0.465 (0.465)	
EVALUATING - Epoch: [0][150/157]	Time 0.004 (0.009)	Data 0.000 (0.003)	Loss 1.3438 (1.5618)	Prec@1 51.562 (46.751)	Prec@5 92.188 (92.281)	Acc 0.468 (0.465)	
EVALUATING - Epoch: [0][156/157]	Time 0.024 (0.009)	Data 0.000 (0.003)	Loss 1.5365 (1.5622)	Prec@1 37.500 (46.800)	Prec@5 93.750 (92.310)	Acc 0.468 (0.465)	

Results - Epoch: 1
Training Loss 1.6841 	Training Prec@1 36.490 	Training Prec@5 87.146 	Validation Loss 1.5622 	Validation Prec@1 46.800 	Validation Prec@5 92.310 	

/scratch/tor213/DLS/question4/Hoffer/utils/log.py:163: FutureWarning: The frame.append method is deprecated and will be removed from pandas in a future version. Use pandas.concat instead.
  self.results = self.results.append(df, ignore_index=True)
Plot file saved at: /scratch/tor213/DLS/results/2022-03-31_16-22-16_resnet44_m-2/results.html

Starting Epoch: 2

/scratch/tor213/.env/lib64/python3.8/site-packages/torch/utils/data/dataloader.py:478: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
TRAINING - Epoch: [1][0/781]	Time 0.481 (0.481)	Data 0.422 (0.422)	Loss 1.6610 (1.6610)	Prec@1 41.406 (41.406)	Prec@5 91.406 (91.406)	Acc 0.414 (0.414)	
TRAINING - Epoch: [1][10/781]	Time 0.027 (0.074)	Data 0.000 (0.039)	Loss 1.2694 (1.4111)	Prec@1 57.031 (46.733)	Prec@5 96.094 (93.040)	Acc 0.467 (0.466)	
TRAINING - Epoch: [1][20/781]	Time 0.027 (0.051)	Data 0.000 (0.020)	Loss 1.4330 (1.4232)	Prec@1 49.219 (46.652)	Prec@5 90.625 (92.671)	Acc 0.467 (0.466)	
TRAINING - Epoch: [1][30/781]	Time 0.027 (0.043)	Data 0.000 (0.014)	Loss 1.4098 (1.4300)	Prec@1 44.531 (46.547)	Prec@5 95.312 (92.364)	Acc 0.465 (0.467)	
TRAINING - Epoch: [1][40/781]	Time 0.027 (0.039)	Data 0.000 (0.010)	Loss 1.2840 (1.3904)	Prec@1 50.000 (47.942)	Prec@5 96.094 (93.178)	Acc 0.479 (0.468)	
TRAINING - Epoch: [1][50/781]	Time 0.027 (0.037)	Data 0.000 (0.008)	Loss 1.6523 (1.3957)	Prec@1 42.188 (48.055)	Prec@5 90.625 (93.122)	Acc 0.481 (0.470)	
TRAINING - Epoch: [1][60/781]	Time 0.027 (0.035)	Data 0.000 (0.007)	Loss 1.5944 (1.3905)	Prec@1 42.969 (48.476)	Prec@5 85.938 (93.315)	Acc 0.485 (0.473)	
TRAINING - Epoch: [1][70/781]	Time 0.027 (0.034)	Data 0.000 (0.006)	Loss 1.3262 (1.3900)	Prec@1 53.906 (48.757)	Prec@5 93.750 (93.200)	Acc 0.488 (0.474)	
TRAINING - Epoch: [1][80/781]	Time 0.032 (0.033)	Data 0.000 (0.005)	Loss 1.1936 (1.3805)	Prec@1 53.906 (49.277)	Prec@5 96.094 (93.248)	Acc 0.493 (0.476)	
TRAINING - Epoch: [1][90/781]	Time 0.027 (0.033)	Data 0.000 (0.005)	Loss 1.2984 (1.3792)	Prec@1 52.344 (49.382)	Prec@5 93.750 (93.338)	Acc 0.494 (0.478)	
TRAINING - Epoch: [1][100/781]	Time 0.027 (0.032)	Data 0.000 (0.004)	Loss 1.3203 (1.3736)	Prec@1 50.781 (49.544)	Prec@5 93.750 (93.371)	Acc 0.495 (0.480)	
TRAINING - Epoch: [1][110/781]	Time 0.027 (0.032)	Data 0.000 (0.004)	Loss 1.3849 (1.3683)	Prec@1 46.875 (49.775)	Prec@5 93.750 (93.518)	Acc 0.498 (0.482)	
TRAINING - Epoch: [1][120/781]	Time 0.027 (0.031)	Data 0.000 (0.004)	Loss 1.4476 (1.3670)	Prec@1 44.531 (49.864)	Prec@5 94.531 (93.492)	Acc 0.499 (0.483)	
TRAINING - Epoch: [1][130/781]	Time 0.027 (0.031)	Data 0.000 (0.003)	Loss 1.5640 (1.3637)	Prec@1 41.406 (49.994)	Prec@5 90.625 (93.500)	Acc 0.500 (0.484)	
TRAINING - Epoch: [1][140/781]	Time 0.027 (0.031)	Data 0.000 (0.003)	Loss 1.3774 (1.3604)	Prec@1 50.000 (50.288)	Prec@5 92.969 (93.523)	Acc 0.503 (0.486)	
TRAINING - Epoch: [1][150/781]	Time 0.027 (0.030)	Data 0.000 (0.003)	Loss 1.3724 (1.3584)	Prec@1 45.312 (50.243)	Prec@5 94.531 (93.590)	Acc 0.502 (0.487)	
